25/4	15+16	loop
28286	4526	5/6
28287	X
28288	4527	0/6
28289	4527	1/6
28290	4527	2/6
28291	4527	3/6
28292	4527	4/6
28293	4527	5/6
28294	4528	0/5
28295	4528	1/5
28296	X
28297	4528	2/5
28298	4528	3/5
28299	4528	4/5
28300	4529	0/6
28301	4529	1/6
28302	4529	2/6
28303	X
28304	4529	3/6
28305	4529	4/6
28306	4529	5/6
28307	4530	0/6
28308	4530	1/6
28309	4530	2/6
28310	4530	3/6
28311	4530	4/6
28312	4530	5/6
28313	4531	0/5
28314	4531	1/5
28315	4531	2/5
28316	4531	3/5
28317	4531	4/5
28318	4532	0/6
28319	X
28320	4532	1/6
28321	4532	2/6
28322	4532	3/6
28323	X
28324	4532	4/6
28325	4532	5/6
28326	4533	0/5
28327	4533	1/5
28328	4533	2/5
28329	4533	3/5
28330	4533	4/5
28331	4534	0/6
28332	4534	1/6
28333	4534	2/6
28334	4534	3/6
28335	X
28336	4534	4/6
28337	4534	5/6
28338	4535	0/6
28339	4535	1/6
28340	4535	2/6
28341	4535	3/6
28342	4535	4/6
28343	4535	5/6
28344	4536	0/5
28345	4536	1/5
28346	4536	2/5
28347	4536	3/5
28348	4536	4/5
28349	X
28350	4537	0/6
28351	X
28352	4537	1/6
28353	4537	2/6
28354	4537	3/6
28355	4537	4/6
28356	4537	5/6
28357	4538	0/6
28358	4538	1/6
28359	4538	2/6
28360	4538	3/6
28361	4538	4/6
28362	4538	5/6
28363	4539	0/5
28364	4539	1/5
28365	4539	2/5
28366	4539	3/5
28367	X
28368	4539	4/5
28369	4540	0/6
28370	4540	1/6
28371	4540	2/6
28372	4540	3/6
28373	4540	4/6
28374	4540	5/6
28375	4541	0/5
28376	X
28377	4541	1/5
28378	4541	2/5
28379	4541	3/5
28380	4541	4/5
28381	4542	0/6
28382	4542	1/6
28383	X
28384	4542	2/6
28385	4542	3/6
28386	4542	4/6
28387	4542	5/6
28388	4543	0/6
28389	4543	1/6
28390	4543	2/6
28391	4543	3/6
28392	4543	4/6
28393	4543	5/6
28394	4544	0/5
28395	4544	1/5
28396	4544	2/5
28397	4544	3/5
28398	4544	4/5
28399	X
28400	4545	0/6
28401	4545	1/6
28402	4545	2/6
28403	X
28404	4545	3/6
28405	4545	4/6
28406	4545	5/6
28407	4546	0/6
28408	4546	1/6
28409	4546	2/6
28410	4546	3/6
28411	4546	4/6
28412	4546	5/6
28413	4547	0/5
28414	4547	1/5
28415	X
28416	4547	2/5
28417	4547	3/5
28418	4547	4/5
28419	4548	0/6
28420	4548	1/6
28421	4548	2/6
28422	4548	3/6
28423	4548	4/6
28424	4548	5/6
28425	4549	0/5
28426	4549	1/5
28427	4549	2/5
28428	4549	3/5
28429	X
28430	4549	4/5
28431	X
28432	4550	0/6
28433	4550	1/6
28434	4550	2/6
28435	4550	3/6
28436	4550	4/6
28437	4550	5/6
28438	4551	0/6
28439	4551	1/6
28440	4551	2/6
28441	4551	3/6
28442	4551	4/6
28443	4551	5/6
28444	4552	0/5
28445	4552	1/5
28446	4552	2/5
28447	X
28448	4552	3/5
28449	4552	4/5
28450	4553	0/6
28451	4553	1/6
28452	4553	2/6
28453	4553	3/6
28454	4553	4/6
28455	4553	5/6
28456	X
28457	4554	0/6
28458	4554	1/6
28459	4554	2/6
28460	4554	3/6
28461	4554	4/6
28462	4554	5/6
28463	X
28464	4555	0/5
28465	4555	1/5
28466	4555	2/5
28467	4555	3/5
28468	4555	4/5
28469	4556	0/6
28470	4556	1/6
28471	4556	2/6
28472	4556	3/6
28473	4556	4/6
28474	4556	5/6
28475	4557	0/5
28476	4557	1/5
28477	4557	2/5
28478	4557	3/5
28479	X
28480	4557	4/5
28481	4558	0/6
28482	4558	1/6
28483	X
28484	4558	2/6
28485	4558	3/6
28486	4558	4/6
28487	4558	5/6
28488	4559	0/6
28489	4559	1/6
28490	4559	2/6
28491	4559	3/6
28492	4559	4/6
28493	4559	5/6
28494	4560	0/5
28495	X
28496	4560	1/5
28497	4560	2/5
28498	4560	3/5
28499	4560	4/5
28500	4561	0/6
28501	4561	1/6
28502	4561	2/6
28503	4561	3/6
28504	4561	4/6
28505	4561	5/6
28506	4562	0/6
28507	4562	1/6
28508	4562	2/6
28509	X
28510	4562	3/6
28511	X
28512	4562	4/6
28513	4562	5/6
28514	4563	0/5
28515	4563	1/5
28516	4563	2/5
28517	4563	3/5
28518	4563	4/5
28519	4564	0/6
28520	4564	1/6
28521	4564	2/6
28522	4564	3/6
28523	4564	4/6
28524	4564	5/6
28525	4565	0/5
28526	4565	1/5
28527	X
28528	4565	2/5
28529	4565	3/5
28530	4565	4/5
28531	4566	0/6
28532	4566	1/6
28533	4566	2/6
28534	4566	3/6
28535	4566	4/6
28536	X
28537	4566	5/6
28538	4567	0/6
28539	4567	1/6
28540	4567	2/6
28541	4567	3/6
28542	4567	4/6
28543	X
28544	4567	5/6
28545	4568	0/5
28546	4568	1/5
28547	4568	2/5
28548	4568	3/5
28549	4568	4/5
28550	4569	0/6
28551	4569	1/6
28552	4569	2/6
28553	4569	3/6
28554	4569	4/6
28555	4569	5/6
28556	4570	0/6
28557	4570	1/6
28558	4570	2/6
28559	X
28560	4570	3/6
28561	4570	4/6
28562	4570	5/6
28563	X
28564	4571	0/5
28565	4571	1/5
28566	4571	2/5
28567	4571	3/5
28568	4571	4/5
28569	4572	0/6
28570	4572	1/6
28571	4572	2/6
28572	4572	3/6
28573	4572	4/6
28574	4572	5/6
28575	X
28576	4573	0/5
28577	4573	1/5
28578	4573	2/5
28579	4573	3/5
28580	4573	4/5
28581	4574	0/6
28582	4574	1/6
28583	4574	2/6
28584	4574	3/6
28585	4574	4/6
28586	4574	5/6
28587	4575	0/6
28588	4575	1/6
28589	X
28590	4575	2/6
28591	X
28592	4575	3/6
28593	4575	4/6
28594	4575	5/6
28595	4576	0/5
28596	4576	1/5
28597	4576	2/5
28598	4576	3/5
28599	4576	4/5
28600	4577	0/6
28601	4577	1/6
28602	4577	2/6
28603	4577	3/6
28604	4577	4/6
28605	4577	5/6
28606	4578	0/6
28607	X
28608	4578	1/6
28609	4578	2/6
28610	4578	3/6
28611	4578	4/6
28612	4578	5/6
28613	4579	0/5
28614	4579	1/5
28615	4579	2/5
28616	X
28617	4579	3/5
28618	4579	4/5
28619	4580	0/6
28620	4580	1/6
28621	4580	2/6
28622	4580	3/6
28623	X
28624	4580	4/6
28625	4580	5/6
28626	4581	0/5
28627	4581	1/5
28628	4581	2/5
28629	4581	3/5
28630	4581	4/5
28631	4582	0/6
28632	4582	1/6
28633	4582	2/6
28634	4582	3/6
28635	4582	4/6
28636	4582	5/6
28637	4583	0/6
28638	4583	1/6
28639	X
28640	4583	2/6
28641	4583	3/6
28642	4583	4/6
28643	X
28644	4583	5/6
28645	4584	0/5
28646	4584	1/5
28647	4584	2/5
28648	4584	3/5
28649	4584	4/5
28650	4585	0/6
28651	4585	1/6
28652	4585	2/6
28653	4585	3/6
28654	4585	4/6
28655	X
28656	4585	5/6
28657	4586	0/6
28658	4586	1/6
28659	4586	2/6
28660	4586	3/6
28661	4586	4/6
28662	4586	5/6
28663	4587	0/5
28664	4587	1/5
28665	4587	2/5
28666	4587	3/5
28667	4587	4/5
28668	4588	0/6
28669	X
28670	4588	1/6
28671	X
28672	4588	2/6
28673	4588	3/6
28674	4588	4/6
28675	4588	5/6
28676	4589	0/5
28677	4589	1/5
28678	4589	2/5
28679	4589	3/5
28680	4589	4/5
28681	4590	0/6
28682	4590	1/6
28683	4590	2/6
28684	4590	3/6
28685	4590	4/6
28686	4590	5/6
28687	X
28688	4591	0/6
28689	4591	1/6
28690	4591	2/6
28691	4591	3/6
28692	4591	4/6
28693	4591	5/6
28694	4592	0/5
28695	4592	1/5
28696	X
28697	4592	2/5
28698	4592	3/5
28699	4592	4/5
28700	4593	0/6
28701	4593	1/6
28702	4593	2/6
28703	X
28704	4593	3/6
28705	4593	4/6
28706	4593	5/6
28707	4594	0/6
28708	4594	1/6
28709	4594	2/6
28710	4594	3/6
28711	4594	4/6
28712	4594	5/6
28713	4595	0/5
28714	4595	1/5
28715	4595	2/5
28716	4595	3/5
28717	4595	4/5
28718	4596	0/6
28719	X
28720	4596	1/6
28721	4596	2/6
28722	4596	3/6
28723	X
28724	4596	4/6
28725	4596	5/6
28726	4597	0/5
28727	4597	1/5
28728	4597	2/5
28729	4597	3/5
28730	4597	4/5
28731	4598	0/6
28732	4598	1/6
28733	4598	2/6
28734	4598	3/6
28735	X
28736	4598	4/6
28737	4598	5/6
28738	4599	0/6
28739	4599	1/6
28740	4599	2/6
28741	4599	3/6
28742	4599	4/6
28743	4599	5/6
28744	4600	0/5
28745	4600	1/5
28746	4600	2/5
28747	4600	3/5
28748	4600	4/5
28749	X
28750	4601	0/6
28751	X
28752	4601	1/6
28753	4601	2/6
28754	4601	3/6
28755	4601	4/6
28756	4601	5/6
28757	4602	0/6
28758	4602	1/6
28759	4602	2/6
28760	4602	3/6
28761	4602	4/6
28762	4602	5/6
28763	4603	0/5
28764	4603	1/5
28765	4603	2/5
28766	4603	3/5
28767	X
28768	4603	4/5
28769	4604	0/6
28770	4604	1/6
28771	4604	2/6
28772	4604	3/6
28773	4604	4/6
28774	4604	5/6
28775	4605	0/5
28776	X
28777	4605	1/5
28778	4605	2/5
28779	4605	3/5
28780	4605	4/5
28781	4606	0/6
28782	4606	1/6
28783	X
28784	4606	2/6
28785	4606	3/6
28786	4606	4/6
28787	4606	5/6
28788	4607	0/6
28789	4607	1/6
28790	4607	2/6
28791	4607	3/6
28792	4607	4/6
28793	4607	5/6
28794	4608	0/5
28795	4608	1/5
28796	4608	2/5
28797	4608	3/5
28798	4608	4/5
28799	X
28800	4609	0/6
28801	4609	1/6
28802	4609	2/6
28803	X
28804	4609	3/6
28805	4609	4/6
28806	4609	5/6
28807	4610	0/6
28808	4610	1/6
28809	4610	2/6
28810	4610	3/6
28811	4610	4/6
28812	4610	5/6
28813	4611	0/5
28814	4611	1/5
28815	X
28816	4611	2/5
28817	4611	3/5
28818	4611	4/5
28819	4612	0/6
28820	4612	1/6
28821	4612	2/6
28822	4612	3/6
28823	4612	4/6
28824	4612	5/6
28825	4613	0/5
28826	4613	1/5
28827	4613	2/5
28828	4613	3/5
28829	X
28830	4613	4/5
28831	X
28832	4614	0/6
28833	4614	1/6
28834	4614	2/6
28835	4614	3/6
28836	4614	4/6
28837	4614	5/6
28838	4615	0/6
28839	4615	1/6
28840	4615	2/6
28841	4615	3/6
28842	4615	4/6
28843	4615	5/6
28844	4616	0/5
28845	4616	1/5
28846	4616	2/5
28847	X
28848	4616	3/5
28849	4616	4/5
28850	4617	0/6
28851	4617	1/6
28852	4617	2/6
28853	4617	3/6
28854	4617	4/6
28855	4617	5/6
28856	X
28857	4618	0/6
28858	4618	1/6
28859	4618	2/6
28860	4618	3/6
28861	4618	4/6
28862	4618	5/6
28863	X
28864	4619	0/5
28865	4619	1/5
28866	4619	2/5
28867	4619	3/5
28868	4619	4/5
28869	4620	0/6
28870	4620	1/6
28871	4620	2/6
28872	4620	3/6
28873	4620	4/6
28874	4620	5/6
28875	4621	0/5
28876	4621	1/5
28877	4621	2/5
28878	4621	3/5
28879	X
28880	4621	4/5
28881	4622	0/6
28882	4622	1/6
28883	X
28884	4622	2/6
28885	4622	3/6
28886	4622	4/6
28887	4622	5/6
28888	4623	0/6
28889	4623	1/6
28890	4623	2/6
28891	4623	3/6
28892	4623	4/6
28893	4623	5/6
28894	4624	0/5
28895	X
28896	4624	1/5
28897	4624	2/5
28898	4624	3/5
28899	4624	4/5
28900	4625	0/6
28901	4625	1/6
28902	4625	2/6
28903	4625	3/6
28904	4625	4/6
28905	4625	5/6
28906	4626	0/6
28907	4626	1/6
28908	4626	2/6
28909	X
28910	4626	3/6
28911	X
28912	4626	4/6
28913	4626	5/6
28914	4627	0/5
28915	4627	1/5
28916	4627	2/5
28917	4627	3/5
28918	4627	4/5
28919	4628	0/6
28920	4628	1/6
28921	4628	2/6
28922	4628	3/6
28923	4628	4/6
28924	4628	5/6
28925	4629	0/5
28926	4629	1/5
28927	X
28928	4629	2/5
28929	4629	3/5
28930	4629	4/5
28931	4630	0/6
28932	4630	1/6
28933	4630	2/6
28934	4630	3/6
28935	4630	4/6
28936	X
28937	4630	5/6
28938	4631	0/6
28939	4631	1/6
28940	4631	2/6
28941	4631	3/6
28942	4631	4/6
28943	X
28944	4631	5/6
28945	4632	0/5
28946	4632	1/5
28947	4632	2/5
28948	4632	3/5
28949	4632	4/5
28950	4633	0/6
28951	4633	1/6
28952	4633	2/6
28953	4633	3/6
28954	4633	4/6
28955	4633	5/6
28956	4634	0/6
28957	4634	1/6
28958	4634	2/6
28959	X
28960	4634	3/6
28961	4634	4/6
28962	4634	5/6
28963	X
28964	4635	0/5
28965	4635	1/5
28966	4635	2/5
28967	4635	3/5
28968	4635	4/5
28969	4636	0/6
28970	4636	1/6
28971	4636	2/6
28972	4636	3/6
28973	4636	4/6
28974	4636	5/6
28975	X
28976	4637	0/5
28977	4637	1/5
28978	4637	2/5
28979	4637	3/5
28980	4637	4/5
28981	4638	0/6
28982	4638	1/6
28983	4638	2/6
28984	4638	3/6
28985	4638	4/6
28986	4638	5/6
28987	4639	0/6
28988	4639	1/6
28989	X
28990	4639	2/6
28991	X
28992	4639	3/6
28993	4639	4/6
28994	4639	5/6
28995	4640	0/5
28996	4640	1/5
28997	4640	2/5
28998	4640	3/5
28999	4640	4/5
29000	4641	0/6
29001	4641	1/6
29002	4641	2/6
29003	4641	3/6
29004	4641	4/6
29005	4641	5/6
29006	4642	0/6
29007	X
29008	4642	1/6
29009	4642	2/6
29010	4642	3/6
29011	4642	4/6
29012	4642	5/6
29013	4643	0/5
29014	4643	1/5
29015	4643	2/5
29016	X
29017	4643	3/5
29018	4643	4/5
29019	4644	0/6
29020	4644	1/6
29021	4644	2/6
29022	4644	3/6
29023	X
29024	4644	4/6
29025	4644	5/6
29026	4645	0/5
29027	4645	1/5
29028	4645	2/5
29029	4645	3/5
29030	4645	4/5
29031	4646	0/6
29032	4646	1/6
29033	4646	2/6
29034	4646	3/6
29035	4646	4/6
29036	4646	5/6
29037	4647	0/6
29038	4647	1/6
29039	X
29040	4647	2/6
29041	4647	3/6
29042	4647	4/6
29043	X
29044	4647	5/6
29045	4648	0/5
29046	4648	1/5
29047	4648	2/5
29048	4648	3/5
29049	4648	4/5
29050	4649	0/6
29051	4649	1/6
29052	4649	2/6
29053	4649	3/6
29054	4649	4/6
29055	X
29056	4649	5/6
29057	4650	0/6
29058	4650	1/6
29059	4650	2/6
29060	4650	3/6
29061	4650	4/6
29062	4650	5/6
29063	4651	0/5
29064	4651	1/5
29065	4651	2/5
29066	4651	3/5
29067	4651	4/5
29068	4652	0/6
29069	X
29070	4652	1/6
29071	X
29072	4652	2/6
29073	4652	3/6
29074	4652	4/6
29075	4652	5/6
29076	4653	0/5
29077	4653	1/5
29078	4653	2/5
29079	4653	3/5
29080	4653	4/5
29081	4654	0/6
29082	4654	1/6
29083	4654	2/6
29084	4654	3/6
29085	4654	4/6
29086	4654	5/6
29087	X
29088	4655	0/6
29089	4655	1/6
29090	4655	2/6
29091	4655	3/6
29092	4655	4/6
29093	4655	5/6
29094	4656	0/5
29095	4656	1/5
29096	X
29097	4656	2/5
29098	4656	3/5
29099	4656	4/5
29100	4657	0/6
29101	4657	1/6
29102	4657	2/6
29103	X
29104	4657	3/6
29105	4657	4/6
29106	4657	5/6
29107	4658	0/6
29108	4658	1/6
29109	4658	2/6
29110	4658	3/6
29111	4658	4/6
29112	4658	5/6
29113	4659	0/5
29114	4659	1/5
29115	4659	2/5
29116	4659	3/5
29117	4659	4/5
29118	4660	0/6
29119	X
29120	4660	1/6
29121	4660	2/6
29122	4660	3/6
29123	X
29124	4660	4/6
29125	4660	5/6
29126	4661	0/5
29127	4661	1/5
29128	4661	2/5
29129	4661	3/5
29130	4661	4/5
29131	4662	0/6
29132	4662	1/6
29133	4662	2/6
29134	4662	3/6
29135	X
29136	4662	4/6
29137	4662	5/6
29138	4663	0/6
29139	4663	1/6
29140	4663	2/6
29141	4663	3/6
29142	4663	4/6
29143	4663	5/6
29144	4664	0/5
29145	4664	1/5
29146	4664	2/5
29147	4664	3/5
29148	4664	4/5
29149	X
29150	4665	0/6
29151	X
29152	4665	1/6
29153	4665	2/6
29154	4665	3/6
29155	4665	4/6
29156	4665	5/6
29157	4666	0/6
29158	4666	1/6
29159	4666	2/6
29160	4666	3/6
29161	4666	4/6
29162	4666	5/6
29163	4667	0/5
29164	4667	1/5
29165	4667	2/5
29166	4667	3/5
29167	X
29168	4667	4/5
29169	4668	0/6
29170	4668	1/6
29171	4668	2/6
29172	4668	3/6
29173	4668	4/6
29174	4668	5/6
29175	4669	0/5
29176	X
29177	4669	1/5
29178	4669	2/5
29179	4669	3/5
29180	4669	4/5
29181	4670	0/6
29182	4670	1/6
29183	X
29184	4670	2/6
29185	4670	3/6
29186	4670	4/6
29187	4670	5/6
29188	4671	0/6
29189	4671	1/6
29190	4671	2/6
29191	4671	3/6
29192	4671	4/6
29193	4671	5/6
29194	4672	0/5
29195	4672	1/5
29196	4672	2/5
29197	4672	3/5
29198	4672	4/5
29199	X
29200	4673	0/6
29201	4673	1/6
29202	4673	2/6
29203	X
29204	4673	3/6
29205	4673	4/6
29206	4673	5/6
29207	4674	0/6
29208	4674	1/6
29209	4674	2/6
29210	4674	3/6
29211	4674	4/6
29212	4674	5/6
29213	4675	0/5
29214	4675	1/5
29215	X
29216	4675	2/5
29217	4675	3/5
29218	4675	4/5
29219	4676	0/6
29220	4676	1/6
29221	4676	2/6
29222	4676	3/6
29223	4676	4/6
29224	4676	5/6
29225	4677	0/5
29226	4677	1/5
29227	4677	2/5
29228	4677	3/5
29229	X
29230	4677	4/5
29231	X
29232	4678	0/6
29233	4678	1/6
29234	4678	2/6
29235	4678	3/6
29236	4678	4/6
29237	4678	5/6
29238	4679	0/6
29239	4679	1/6
29240	4679	2/6
29241	4679	3/6
29242	4679	4/6
29243	4679	5/6
29244	4680	0/5
29245	4680	1/5
29246	4680	2/5
29247	X
29248	4680	3/5
29249	4680	4/5
29250	4681	0/6
29251	4681	1/6
29252	4681	2/6
29253	4681	3/6
29254	4681	4/6
29255	4681	5/6
29256	X
29257	4682	0/6
29258	4682	1/6
29259	4682	2/6
29260	4682	3/6
29261	4682	4/6
29262	4682	5/6
29263	X
29264	4683	0/5
29265	4683	1/5
29266	4683	2/5
29267	4683	3/5
29268	4683	4/5
29269	4684	0/6
29270	4684	1/6
29271	4684	2/6
29272	4684	3/6
29273	4684	4/6
29274	4684	5/6
29275	4685	0/5
29276	4685	1/5
29277	4685	2/5
29278	4685	3/5
29279	X
29280	4685	4/5
29281	4686	0/6
29282	4686	1/6
29283	X
29284	4686	2/6
29285	4686	3/6
29286	4686	4/6
29287	4686	5/6
29288	4687	0/6
29289	4687	1/6
29290	4687	2/6
29291	4687	3/6
29292	4687	4/6
29293	4687	5/6
29294	4688	0/5
29295	X
29296	4688	1/5
29297	4688	2/5
29298	4688	3/5
29299	4688	4/5
29300	4689	0/6
29301	4689	1/6
29302	4689	2/6
29303	4689	3/6
29304	4689	4/6
29305	4689	5/6
29306	4690	0/6
29307	4690	1/6
29308	4690	2/6
29309	X
29310	4690	3/6
29311	X
29312	4690	4/6
29313	4690	5/6
29314	4691	0/5
29315	4691	1/5
29316	4691	2/5
29317	4691	3/5
29318	4691	4/5
29319	4692	0/6
29320	4692	1/6
29321	4692	2/6
29322	4692	3/6
29323	4692	4/6
29324	4692	5/6
29325	4693	0/5
29326	4693	1/5
29327	X
29328	4693	2/5
29329	4693	3/5
29330	4693	4/5
29331	4694	0/6
29332	4694	1/6
29333	4694	2/6
29334	4694	3/6
29335	4694	4/6
29336	X
29337	4694	5/6
29338	4695	0/6
29339	4695	1/6
29340	4695	2/6
29341	4695	3/6
29342	4695	4/6
29343	X
29344	4695	5/6
29345	4696	0/5
29346	4696	1/5
29347	4696	2/5
29348	4696	3/5
29349	4696	4/5
29350	4697	0/6
29351	4697	1/6
29352	4697	2/6
29353	4697	3/6
29354	4697	4/6
29355	4697	5/6
29356	4698	0/6
29357	4698	1/6
29358	4698	2/6
29359	X
29360	4698	3/6
29361	4698	4/6
29362	4698	5/6
29363	X
29364	4699	0/5
29365	4699	1/5
29366	4699	2/5
29367	4699	3/5
29368	4699	4/5
29369	4700	0/6
29370	4700	1/6
29371	4700	2/6
29372	4700	3/6
29373	4700	4/6
29374	4700	5/6
29375	X
29376	4701	0/5
29377	4701	1/5
29378	4701	2/5
29379	4701	3/5
29380	4701	4/5
29381	4702	0/6
29382	4702	1/6
29383	4702	2/6
29384	4702	3/6
29385	4702	4/6
29386	4702	5/6
29387	4703	0/6
29388	4703	1/6
29389	X
29390	4703	2/6
29391	X
29392	4703	3/6
29393	4703	4/6
29394	4703	5/6
29395	4704	0/5
29396	4704	1/5
29397	4704	2/5
29398	4704	3/5
29399	4704	4/5
29400	4705	0/6
29401	4705	1/6
29402	4705	2/6
29403	4705	3/6
29404	4705	4/6
29405	4705	5/6
29406	4706	0/6
29407	X
29408	4706	1/6
29409	4706	2/6
29410	4706	3/6
29411	4706	4/6
29412	4706	5/6
29413	4707	0/5
29414	4707	1/5
29415	4707	2/5
29416	X
29417	4707	3/5
29418	4707	4/5
29419	4708	0/6
29420	4708	1/6
29421	4708	2/6
29422	4708	3/6
29423	X
29424	4708	4/6
29425	4708	5/6
29426	4709	0/5
29427	4709	1/5
29428	4709	2/5
29429	4709	3/5
29430	4709	4/5
29431	4710	0/6
29432	4710	1/6
29433	4710	2/6
29434	4710	3/6
29435	4710	4/6
29436	4710	5/6
29437	4711	0/6
29438	4711	1/6
29439	X
29440	4711	2/6
29441	4711	3/6
29442	4711	4/6
29443	X
29444	4711	5/6
29445	4712	0/5
29446	4712	1/5
29447	4712	2/5
29448	4712	3/5
29449	4712	4/5
29450	4713	0/6
29451	4713	1/6
29452	4713	2/6
29453	4713	3/6
29454	4713	4/6
29455	X
29456	4713	5/6
29457	4714	0/6
29458	4714	1/6
29459	4714	2/6
29460	4714	3/6
29461	4714	4/6
29462	4714	5/6
29463	4715	0/5
29464	4715	1/5
29465	4715	2/5
29466	4715	3/5
29467	4715	4/5
29468	4716	0/6
29469	X
29470	4716	1/6
29471	X
29472	4716	2/6
29473	4716	3/6
29474	4716	4/6
29475	4716	5/6
29476	4717	0/5
29477	4717	1/5
29478	4717	2/5
29479	4717	3/5
29480	4717	4/5
29481	4718	0/6
29482	4718	1/6
29483	4718	2/6
29484	4718	3/6
29485	4718	4/6
29486	4718	5/6
29487	X
29488	4719	0/6
29489	4719	1/6
29490	4719	2/6
29491	4719	3/6
29492	4719	4/6
29493	4719	5/6
29494	4720	0/5
29495	4720	1/5
29496	X
29497	4720	2/5
29498	4720	3/5
29499	4720	4/5
29500	4721	0/6
29501	4721	1/6
29502	4721	2/6
29503	X
29504	4721	3/6
29505	4721	4/6
29506	4721	5/6
29507	4722	0/6
29508	4722	1/6
29509	4722	2/6
29510	4722	3/6
29511	4722	4/6
29512	4722	5/6
29513	4723	0/5
29514	4723	1/5
29515	4723	2/5
29516	4723	3/5
29517	4723	4/5
29518	4724	0/6
29519	X
29520	4724	1/6
29521	4724	2/6
29522	4724	3/6
29523	X
29524	4724	4/6
29525	4724	5/6
29526	4725	0/5
29527	4725	1/5
29528	4725	2/5
29529	4725	3/5
29530	4725	4/5
29531	4726	0/6
29532	4726	1/6
29533	4726	2/6
29534	4726	3/6
29535	X
29536	4726	4/6
29537	4726	5/6
29538	4727	0/6
29539	4727	1/6
29540	4727	2/6
29541	4727	3/6
29542	4727	4/6
29543	4727	5/6
29544	4728	0/5
29545	4728	1/5
29546	4728	2/5
29547	4728	3/5
29548	4728	4/5
29549	X
29550	4729	0/6
29551	X
29552	4729	1/6
29553	4729	2/6
29554	4729	3/6
29555	4729	4/6
29556	4729	5/6
29557	4730	0/6
29558	4730	1/6
29559	4730	2/6
29560	4730	3/6
29561	4730	4/6
29562	4730	5/6
29563	4731	0/5
29564	4731	1/5
29565	4731	2/5
29566	4731	3/5
29567	X
29568	4731	4/5
29569	4732	0/6
29570	4732	1/6
29571	4732	2/6
29572	4732	3/6
29573	4732	4/6
29574	4732	5/6
29575	4733	0/5
29576	X
29577	4733	1/5
29578	4733	2/5
29579	4733	3/5
29580	4733	4/5
29581	4734	0/6
29582	4734	1/6
29583	X
29584	4734	2/6
29585	4734	3/6
29586	4734	4/6
29587	4734	5/6
29588	4735	0/6
29589	4735	1/6
29590	4735	2/6
29591	4735	3/6
29592	4735	4/6
29593	4735	5/6
29594	4736	0/5
29595	4736	1/5
29596	4736	2/5
29597	4736	3/5
29598	4736	4/5
29599	X
29600	4737	0/6
29601	4737	1/6
29602	4737	2/6
29603	X
29604	4737	3/6
29605	4737	4/6
29606	4737	5/6
29607	4738	0/6
29608	4738	1/6
29609	4738	2/6
29610	4738	3/6
29611	4738	4/6
29612	4738	5/6
29613	4739	0/5
29614	4739	1/5
29615	X
29616	4739	2/5
29617	4739	3/5
29618	4739	4/5
29619	4740	0/6
29620	4740	1/6
29621	4740	2/6
29622	4740	3/6
29623	4740	4/6
29624	4740	5/6
29625	4741	0/5
29626	4741	1/5
29627	4741	2/5
29628	4741	3/5
29629	X
29630	4741	4/5
29631	X
29632	4742	0/6
29633	4742	1/6
29634	4742	2/6
29635	4742	3/6
29636	4742	4/6
29637	4742	5/6
29638	4743	0/6
29639	4743	1/6
29640	4743	2/6
29641	4743	3/6
29642	4743	4/6
29643	4743	5/6
29644	4744	0/5
29645	4744	1/5
29646	4744	2/5
29647	X
29648	4744	3/5
29649	4744	4/5
29650	4745	0/6
29651	4745	1/6
29652	4745	2/6
29653	4745	3/6
29654	4745	4/6
29655	4745	5/6
29656	X
29657	4746	0/6
29658	4746	1/6
29659	4746	2/6
29660	4746	3/6
29661	4746	4/6
29662	4746	5/6
29663	X
29664	4747	0/5
29665	4747	1/5
29666	4747	2/5
29667	4747	3/5
29668	4747	4/5
29669	4748	0/6
29670	4748	1/6
29671	4748	2/6
29672	4748	3/6
29673	4748	4/6
29674	4748	5/6
29675	4749	0/5
29676	4749	1/5
29677	4749	2/5
29678	4749	3/5
29679	X
29680	4749	4/5
29681	4750	0/6
29682	4750	1/6
29683	X
29684	4750	2/6
29685	4750	3/6
29686	4750	4/6
29687	4750	5/6
29688	4751	0/6
29689	4751	1/6
29690	4751	2/6
29691	4751	3/6
29692	4751	4/6
29693	4751	5/6
29694	4752	0/5
29695	X
29696	4752	1/5
29697	4752	2/5
29698	4752	3/5
29699	4752	4/5
29700	4753	0/6
29701	4753	1/6
29702	4753	2/6
29703	4753	3/6
29704	4753	4/6
29705	4753	5/6
29706	4754	0/6
29707	4754	1/6
29708	4754	2/6
29709	X
29710	4754	3/6
29711	X
29712	4754	4/6
29713	4754	5/6
29714	4755	0/5
29715	4755	1/5
29716	4755	2/5
29717	4755	3/5
29718	4755	4/5
29719	4756	0/6
29720	4756	1/6
29721	4756	2/6
29722	4756	3/6
29723	4756	4/6
29724	4756	5/6
29725	4757	0/5
29726	4757	1/5
29727	X
29728	4757	2/5
29729	4757	3/5
29730	4757	4/5
29731	4758	0/6
29732	4758	1/6
29733	4758	2/6
29734	4758	3/6
29735	4758	4/6
29736	X
29737	4758	5/6
29738	4759	0/6
29739	4759	1/6
29740	4759	2/6
29741	4759	3/6
29742	4759	4/6
29743	X
29744	4759	5/6
29745	4760	0/5
29746	4760	1/5
29747	4760	2/5
29748	4760	3/5
29749	4760	4/5
29750	4761	0/6
29751	4761	1/6
29752	4761	2/6
29753	4761	3/6
29754	4761	4/6
29755	4761	5/6
29756	4762	0/6
29757	4762	1/6
