1001/100	7+8
15993	1598	5/9
15994	1598	6/9
15995	1598	7/9
15996	1598	8/9
15997	1599	0/10
15998	1599	1/10
15999	X
16000	1599	2/10
16001	1599	3/10
16002	1599	4/10
16003	1599	5/10
16004	1599	6/10
16005	1599	7/10
16006	1599	8/10
16007	X
16008	1599	9/10
16009	1600	0/8
16010	1600	1/8
16011	1600	2/8
16012	1600	3/8
16013	1600	4/8
16014	1600	5/8
16015	X
16016	1600	6/8
16017	1600	7/8
16018	1601	0/9
16019	1601	1/9
16020	1601	2/9
16021	1601	3/9
16022	1601	4/9
16023	X
16024	1601	5/9
16025	1601	6/9
16026	1601	7/9
16027	1601	8/9
16028	1602	0/9
16029	1602	1/9
16030	1602	2/9
16031	X
16032	1602	3/9
16033	1602	4/9
16034	1602	5/9
16035	1602	6/9
16036	1602	7/9
16037	1602	8/9
16038	1603	0/9
16039	X
16040	1603	1/9
16041	1603	2/9
16042	1603	3/9
16043	1603	4/9
16044	1603	5/9
16045	1603	6/9
16046	1603	7/9
16047	X
16048	1603	8/9
16049	1604	0/8
16050	1604	1/8
16051	1604	2/8
16052	1604	3/8
16053	1604	4/8
16054	1604	5/8
16055	X
16056	1604	6/8
16057	1604	7/8
16058	1605	0/9
16059	1605	1/9
16060	1605	2/9
16061	1605	3/9
16062	1605	4/9
16063	X
16064	1605	5/9
16065	1605	6/9
16066	1605	7/9
16067	1605	8/9
16068	1606	0/9
16069	1606	1/9
16070	1606	2/9
16071	X
16072	1606	3/9
16073	1606	4/9
16074	1606	5/9
16075	1606	6/9
16076	1606	7/9
16077	1606	8/9
16078	1607	0/9
16079	X
16080	1607	1/9
16081	1607	2/9
16082	1607	3/9
16083	1607	4/9
16084	1607	5/9
16085	1607	6/9
16086	1607	7/9
16087	X
16088	1607	8/9
16089	1608	0/8
16090	1608	1/8
16091	1608	2/8
16092	1608	3/8
16093	1608	4/8
16094	1608	5/8
16095	X
16096	1608	6/8
16097	1608	7/8
16098	1609	0/9
16099	1609	1/9
16100	1609	2/9
16101	1609	3/9
16102	1609	4/9
16103	X
16104	1609	5/9
16105	1609	6/9
16106	1609	7/9
16107	1609	8/9
16108	1610	0/9
16109	1610	1/9
16110	1610	2/9
16111	X
16112	1610	3/9
16113	1610	4/9
16114	1610	5/9
16115	1610	6/9
16116	1610	7/9
16117	1610	8/9
16118	1611	0/9
16119	X
16120	1611	1/9
16121	1611	2/9
16122	1611	3/9
16123	1611	4/9
16124	1611	5/9
16125	1611	6/9
16126	1611	7/9
16127	X
16128	1611	8/9
16129	1612	0/8
16130	1612	1/8
16131	1612	2/8
16132	1612	3/8
16133	1612	4/8
16134	1612	5/8
16135	X
16136	1612	6/8
16137	1612	7/8
16138	1613	0/9
16139	1613	1/9
16140	1613	2/9
16141	1613	3/9
16142	1613	4/9
16143	X
16144	1613	5/9
16145	1613	6/9
16146	1613	7/9
16147	1613	8/9
16148	1614	0/9
16149	1614	1/9
16150	1614	2/9
16151	X
16152	1614	3/9
16153	1614	4/9
16154	1614	5/9
16155	1614	6/9
16156	1614	7/9
16157	1614	8/9
16158	1615	0/9
16159	X
16160	1615	1/9
16161	1615	2/9
16162	1615	3/9
16163	1615	4/9
16164	1615	5/9
16165	1615	6/9
16166	1615	7/9
16167	X
16168	1615	8/9
16169	1616	0/8
16170	1616	1/8
16171	1616	2/8
16172	1616	3/8
16173	1616	4/8
16174	1616	5/8
16175	X
16176	1616	6/8
16177	1616	7/8
16178	1617	0/9
16179	1617	1/9
16180	1617	2/9
16181	1617	3/9
16182	1617	4/9
16183	X
16184	1617	5/9
16185	1617	6/9
16186	1617	7/9
16187	1617	8/9
16188	1618	0/9
16189	1618	1/9
16190	1618	2/9
16191	X
16192	1618	3/9
16193	1618	4/9
16194	1618	5/9
16195	1618	6/9
16196	1618	7/9
16197	1618	8/9
16198	1619	0/9
16199	X
16200	1619	1/9
16201	1619	2/9
16202	1619	3/9
16203	1619	4/9
16204	1619	5/9
16205	1619	6/9
16206	1619	7/9
16207	X
16208	1619	8/9
16209	1620	0/8
16210	1620	1/8
16211	1620	2/8
16212	1620	3/8
16213	1620	4/8
16214	1620	5/8
16215	X
16216	1620	6/8
16217	1620	7/8
16218	1621	0/9
16219	1621	1/9
16220	1621	2/9
16221	1621	3/9
16222	1621	4/9
16223	X
16224	1621	5/9
16225	1621	6/9
16226	1621	7/9
16227	1621	8/9
16228	1622	0/9
16229	1622	1/9
16230	1622	2/9
16231	X
16232	1622	3/9
16233	1622	4/9
16234	1622	5/9
16235	1622	6/9
16236	1622	7/9
16237	1622	8/9
16238	1623	0/9
16239	X
16240	1623	1/9
16241	1623	2/9
16242	1623	3/9
16243	1623	4/9
16244	1623	5/9
16245	1623	6/9
16246	1623	7/9
16247	X
16248	1623	8/9
16249	1624	0/8
16250	1624	1/8
16251	1624	2/8
16252	1624	3/8
16253	1624	4/8
16254	1624	5/8
16255	X
16256	1624	6/8
16257	1624	7/8
16258	1625	0/9
16259	1625	1/9
16260	1625	2/9
16261	1625	3/9
16262	1625	4/9
16263	X
16264	1625	5/9
16265	1625	6/9
16266	1625	7/9
16267	1625	8/9
16268	1626	0/9
16269	1626	1/9
16270	1626	2/9
16271	X
16272	1626	3/9
16273	1626	4/9
16274	1626	5/9
16275	1626	6/9
16276	1626	7/9
16277	1626	8/9
16278	1627	0/9
16279	X
16280	1627	1/9
16281	1627	2/9
16282	1627	3/9
16283	1627	4/9
16284	1627	5/9
16285	1627	6/9
16286	1627	7/9
16287	X
16288	1627	8/9
16289	1628	0/8
16290	1628	1/8
16291	1628	2/8
16292	1628	3/8
16293	1628	4/8
16294	1628	5/8
16295	X
16296	1628	6/8
16297	1628	7/8
16298	1629	0/9
16299	1629	1/9
16300	1629	2/9
16301	1629	3/9
16302	1629	4/9
16303	X
16304	1629	5/9
16305	1629	6/9
16306	1629	7/9
16307	1629	8/9
16308	1630	0/9
16309	1630	1/9
16310	1630	2/9
16311	X
16312	1630	3/9
16313	1630	4/9
16314	1630	5/9
16315	1630	6/9
16316	1630	7/9
16317	1630	8/9
16318	1631	0/9
16319	X
16320	1631	1/9
16321	1631	2/9
16322	1631	3/9
16323	1631	4/9
16324	1631	5/9
16325	1631	6/9
16326	1631	7/9
16327	X
16328	1631	8/9
16329	1632	0/8
16330	1632	1/8
16331	1632	2/8
16332	1632	3/8
16333	1632	4/8
16334	1632	5/8
16335	X
16336	1632	6/8
16337	1632	7/8
16338	1633	0/9
16339	1633	1/9
16340	1633	2/9
16341	1633	3/9
16342	1633	4/9
16343	X
16344	1633	5/9
16345	1633	6/9
16346	1633	7/9
16347	1633	8/9
16348	1634	0/9
16349	1634	1/9
16350	1634	2/9
16351	X
16352	1634	3/9
16353	1634	4/9
16354	1634	5/9
16355	1634	6/9
16356	1634	7/9
16357	1634	8/9
16358	1635	0/9
16359	X
16360	1635	1/9
16361	1635	2/9
16362	1635	3/9
16363	1635	4/9
16364	1635	5/9
16365	1635	6/9
16366	1635	7/9
16367	X
16368	1635	8/9
16369	1636	0/8
16370	1636	1/8
16371	1636	2/8
16372	1636	3/8
16373	1636	4/8
16374	1636	5/8
16375	X
16376	1636	6/8
16377	1636	7/8
16378	1637	0/9
16379	1637	1/9
16380	1637	2/9
16381	1637	3/9
16382	1637	4/9
16383	X
16384	1637	5/9
16385	1637	6/9
16386	1637	7/9
16387	1637	8/9
16388	1638	0/9
16389	1638	1/9
16390	1638	2/9
16391	X
16392	1638	3/9
16393	1638	4/9
16394	1638	5/9
16395	1638	6/9
16396	1638	7/9
16397	1638	8/9
16398	1639	0/9
16399	X
16400	1639	1/9
16401	1639	2/9
16402	1639	3/9
16403	1639	4/9
16404	1639	5/9
16405	1639	6/9
16406	1639	7/9
16407	X
16408	1639	8/9
16409	1640	0/8
16410	1640	1/8
16411	1640	2/8
16412	1640	3/8
16413	1640	4/8
16414	1640	5/8
16415	X
16416	1640	6/8
16417	1640	7/8
16418	1641	0/9
16419	1641	1/9
16420	1641	2/9
16421	1641	3/9
16422	1641	4/9
16423	X
16424	1641	5/9
16425	1641	6/9
16426	1641	7/9
16427	1641	8/9
16428	1642	0/9
16429	1642	1/9
16430	1642	2/9
16431	X
16432	1642	3/9
16433	1642	4/9
16434	1642	5/9
16435	1642	6/9
16436	1642	7/9
16437	1642	8/9
16438	1643	0/9
16439	X
16440	1643	1/9
16441	1643	2/9
16442	1643	3/9
16443	1643	4/9
16444	1643	5/9
16445	1643	6/9
16446	1643	7/9
16447	X
16448	1643	8/9
16449	1644	0/8
16450	1644	1/8
16451	1644	2/8
16452	1644	3/8
16453	1644	4/8
16454	1644	5/8
16455	X
16456	1644	6/8
16457	1644	7/8
16458	1645	0/9
16459	1645	1/9
16460	1645	2/9
16461	1645	3/9
16462	1645	4/9
16463	X
16464	1645	5/9
16465	1645	6/9
16466	1645	7/9
16467	1645	8/9
16468	1646	0/9
16469	1646	1/9
16470	1646	2/9
16471	X
16472	1646	3/9
16473	1646	4/9
16474	1646	5/9
16475	1646	6/9
16476	1646	7/9
16477	1646	8/9
16478	1647	0/9
16479	X
16480	1647	1/9
16481	1647	2/9
16482	1647	3/9
16483	1647	4/9
16484	1647	5/9
16485	1647	6/9
16486	1647	7/9
16487	X
16488	1647	8/9
16489	1648	0/8
16490	1648	1/8
16491	1648	2/8
16492	1648	3/8
16493	1648	4/8
16494	1648	5/8
16495	X
16496	1648	6/8
16497	1648	7/8
16498	1649	0/9
16499	1649	1/9
16500	1649	2/9
16501	1649	3/9
16502	1649	4/9
16503	X
16504	1649	5/9
16505	1649	6/9
16506	1649	7/9
16507	1649	8/9
16508	1650	0/9
16509	1650	1/9
16510	1650	2/9
16511	X
16512	1650	3/9
16513	1650	4/9
16514	1650	5/9
16515	1650	6/9
16516	1650	7/9
16517	1650	8/9
16518	1651	0/9
16519	X
16520	1651	1/9
16521	1651	2/9
16522	1651	3/9
16523	1651	4/9
16524	1651	5/9
16525	1651	6/9
16526	1651	7/9
16527	X
16528	1651	8/9
16529	1652	0/8
16530	1652	1/8
16531	1652	2/8
16532	1652	3/8
16533	1652	4/8
16534	1652	5/8
16535	X
16536	1652	6/8
16537	1652	7/8
16538	1653	0/9
16539	1653	1/9
16540	1653	2/9
16541	1653	3/9
16542	1653	4/9
16543	X
16544	1653	5/9
16545	1653	6/9
16546	1653	7/9
16547	1653	8/9
16548	1654	0/9
16549	1654	1/9
16550	1654	2/9
16551	X
16552	1654	3/9
16553	1654	4/9
16554	1654	5/9
16555	1654	6/9
16556	1654	7/9
16557	1654	8/9
16558	1655	0/9
16559	X
16560	1655	1/9
16561	1655	2/9
16562	1655	3/9
16563	1655	4/9
16564	1655	5/9
16565	1655	6/9
16566	1655	7/9
16567	X
16568	1655	8/9
16569	1656	0/8
16570	1656	1/8
16571	1656	2/8
16572	1656	3/8
16573	1656	4/8
16574	1656	5/8
16575	X
16576	1656	6/8
16577	1656	7/8
16578	1657	0/9
16579	1657	1/9
16580	1657	2/9
16581	1657	3/9
16582	1657	4/9
16583	X
16584	1657	5/9
16585	1657	6/9
16586	1657	7/9
16587	1657	8/9
16588	1658	0/9
16589	1658	1/9
16590	1658	2/9
16591	X
16592	1658	3/9
16593	1658	4/9
16594	1658	5/9
16595	1658	6/9
16596	1658	7/9
16597	1658	8/9
16598	1659	0/9
16599	X
16600	1659	1/9
16601	1659	2/9
16602	1659	3/9
16603	1659	4/9
16604	1659	5/9
16605	1659	6/9
16606	1659	7/9
16607	X
16608	1659	8/9
16609	1660	0/8
16610	1660	1/8
16611	1660	2/8
16612	1660	3/8
16613	1660	4/8
16614	1660	5/8
16615	X
16616	1660	6/8
16617	1660	7/8
16618	1661	0/9
16619	1661	1/9
16620	1661	2/9
16621	1661	3/9
16622	1661	4/9
16623	X
16624	1661	5/9
16625	1661	6/9
16626	1661	7/9
16627	1661	8/9
16628	1662	0/9
16629	1662	1/9
16630	1662	2/9
16631	X
16632	1662	3/9
16633	1662	4/9
16634	1662	5/9
16635	1662	6/9
16636	1662	7/9
16637	1662	8/9
16638	1663	0/9
16639	X
16640	1663	1/9
16641	1663	2/9
16642	1663	3/9
16643	1663	4/9
16644	1663	5/9
16645	1663	6/9
16646	1663	7/9
16647	X
16648	1663	8/9
16649	1664	0/8
16650	1664	1/8
16651	1664	2/8
16652	1664	3/8
16653	1664	4/8
16654	1664	5/8
16655	X
16656	1664	6/8
16657	1664	7/8
16658	1665	0/9
16659	1665	1/9
16660	1665	2/9
16661	1665	3/9
16662	1665	4/9
16663	X
16664	1665	5/9
16665	1665	6/9
16666	1665	7/9
16667	1665	8/9
16668	1666	0/9
16669	1666	1/9
16670	1666	2/9
16671	X
16672	1666	3/9
16673	1666	4/9
16674	1666	5/9
16675	1666	6/9
16676	1666	7/9
16677	1666	8/9
16678	1667	0/9
16679	X
16680	1667	1/9
16681	1667	2/9
16682	1667	3/9
16683	1667	4/9
16684	1667	5/9
16685	1667	6/9
16686	1667	7/9
16687	X
16688	1667	8/9
16689	1668	0/8
16690	1668	1/8
16691	1668	2/8
16692	1668	3/8
16693	1668	4/8
16694	1668	5/8
16695	X
16696	1668	6/8
16697	1668	7/8
16698	1669	0/9
16699	1669	1/9
16700	1669	2/9
16701	1669	3/9
16702	1669	4/9
16703	X
16704	1669	5/9
16705	1669	6/9
16706	1669	7/9
16707	1669	8/9
16708	1670	0/9
16709	1670	1/9
16710	1670	2/9
16711	X
16712	1670	3/9
16713	1670	4/9
16714	1670	5/9
16715	1670	6/9
16716	1670	7/9
16717	1670	8/9
16718	1671	0/9
16719	X
16720	1671	1/9
16721	1671	2/9
16722	1671	3/9
16723	1671	4/9
16724	1671	5/9
16725	1671	6/9
16726	1671	7/9
16727	X
16728	1671	8/9
16729	1672	0/8
16730	1672	1/8
16731	1672	2/8
16732	1672	3/8
16733	1672	4/8
16734	1672	5/8
16735	X
16736	1672	6/8
16737	1672	7/8
16738	1673	0/9
16739	1673	1/9
16740	1673	2/9
16741	1673	3/9
16742	1673	4/9
16743	X
16744	1673	5/9
16745	1673	6/9
16746	1673	7/9
16747	1673	8/9
16748	1674	0/9
16749	1674	1/9
16750	1674	2/9
16751	X
16752	1674	3/9
16753	1674	4/9
16754	1674	5/9
16755	1674	6/9
16756	1674	7/9
16757	1674	8/9
16758	1675	0/9
16759	X
16760	1675	1/9
16761	1675	2/9
16762	1675	3/9
16763	1675	4/9
16764	1675	5/9
16765	1675	6/9
16766	1675	7/9
16767	X
16768	1675	8/9
16769	1676	0/8
16770	1676	1/8
16771	1676	2/8
16772	1676	3/8
16773	1676	4/8
16774	1676	5/8
16775	X
16776	1676	6/8
16777	1676	7/8
16778	1677	0/9
16779	1677	1/9
16780	1677	2/9
16781	1677	3/9
16782	1677	4/9
16783	X
16784	1677	5/9
16785	1677	6/9
16786	1677	7/9
16787	1677	8/9
16788	1678	0/9
16789	1678	1/9
16790	1678	2/9
16791	X
16792	1678	3/9
16793	1678	4/9
16794	1678	5/9
16795	1678	6/9
16796	1678	7/9
16797	1678	8/9
16798	1679	0/9
16799	X
16800	1679	1/9
16801	1679	2/9
16802	1679	3/9
16803	1679	4/9
16804	1679	5/9
16805	1679	6/9
16806	1679	7/9
16807	X
16808	1679	8/9
16809	1680	0/8
16810	1680	1/8
16811	1680	2/8
16812	1680	3/8
16813	1680	4/8
16814	1680	5/8
16815	X
16816	1680	6/8
16817	1680	7/8
16818	1681	0/9
16819	1681	1/9
16820	1681	2/9
16821	1681	3/9
16822	1681	4/9
16823	X
16824	1681	5/9
16825	1681	6/9
16826	1681	7/9
16827	1681	8/9
16828	1682	0/9
16829	1682	1/9
16830	1682	2/9
16831	X
16832	1682	3/9
16833	1682	4/9
16834	1682	5/9
16835	1682	6/9
16836	1682	7/9
16837	1682	8/9
16838	1683	0/9
16839	X
16840	1683	1/9
16841	1683	2/9
16842	1683	3/9
16843	1683	4/9
16844	1683	5/9
16845	1683	6/9
16846	1683	7/9
16847	X
16848	1683	8/9
16849	1684	0/8
16850	1684	1/8
16851	1684	2/8
16852	1684	3/8
16853	1684	4/8
16854	1684	5/8
16855	X
16856	1684	6/8
16857	1684	7/8
16858	1685	0/9
16859	1685	1/9
16860	1685	2/9
16861	1685	3/9
16862	1685	4/9
16863	X
16864	1685	5/9
16865	1685	6/9
16866	1685	7/9
16867	1685	8/9
16868	1686	0/9
16869	1686	1/9
16870	1686	2/9
16871	X
16872	1686	3/9
16873	1686	4/9
16874	1686	5/9
16875	1686	6/9
16876	1686	7/9
16877	1686	8/9
16878	1687	0/9
16879	X
16880	1687	1/9
16881	1687	2/9
16882	1687	3/9
16883	1687	4/9
16884	1687	5/9
16885	1687	6/9
16886	1687	7/9
16887	X
16888	1687	8/9
16889	1688	0/8
16890	1688	1/8
16891	1688	2/8
16892	1688	3/8
16893	1688	4/8
16894	1688	5/8
16895	X
16896	1688	6/8
16897	1688	7/8
16898	1689	0/9
16899	1689	1/9
16900	1689	2/9
16901	1689	3/9
16902	1689	4/9
16903	X
16904	1689	5/9
16905	1689	6/9
16906	1689	7/9
16907	1689	8/9
16908	1690	0/9
16909	1690	1/9
16910	1690	2/9
16911	X
16912	1690	3/9
16913	1690	4/9
16914	1690	5/9
16915	1690	6/9
16916	1690	7/9
16917	1690	8/9
16918	1691	0/9
16919	X
16920	1691	1/9
16921	1691	2/9
16922	1691	3/9
16923	1691	4/9
16924	1691	5/9
16925	1691	6/9
16926	1691	7/9
16927	X
16928	1691	8/9
16929	1692	0/8
16930	1692	1/8
16931	1692	2/8
16932	1692	3/8
16933	1692	4/8
16934	1692	5/8
16935	X
16936	1692	6/8
16937	1692	7/8
16938	1693	0/9
16939	1693	1/9
16940	1693	2/9
16941	1693	3/9
16942	1693	4/9
16943	X
16944	1693	5/9
16945	1693	6/9
16946	1693	7/9
16947	1693	8/9
16948	1694	0/9
16949	1694	1/9
16950	1694	2/9
16951	X
16952	1694	3/9
16953	1694	4/9
16954	1694	5/9
16955	1694	6/9
16956	1694	7/9
16957	1694	8/9
16958	1695	0/9
16959	X
16960	1695	1/9
16961	1695	2/9
16962	1695	3/9
16963	1695	4/9
16964	1695	5/9
16965	1695	6/9
16966	1695	7/9
16967	X
16968	1695	8/9
16969	1696	0/8
16970	1696	1/8
16971	1696	2/8
16972	1696	3/8
16973	1696	4/8
16974	1696	5/8
16975	X
16976	1696	6/8
16977	1696	7/8
16978	1697	0/9
16979	1697	1/9
16980	1697	2/9
16981	1697	3/9
16982	1697	4/9
16983	X
16984	1697	5/9
16985	1697	6/9
16986	1697	7/9
16987	1697	8/9
16988	1698	0/9
16989	1698	1/9
16990	1698	2/9
16991	X
16992	1698	3/9
16993	1698	4/9
16994	1698	5/9
16995	1698	6/9
16996	1698	7/9
16997	1698	8/9
16998	1699	0/10
16999	X
17000	1699	1/10
17001	1699	2/10
17002	1699	3/10
17003	1699	4/10
17004	1699	5/10
17005	1699	6/10
17006	1699	7/10
17007	X
17008	1699	8/10
17009	1699	9/10
17010	1700	0/8
17011	1700	1/8
17012	1700	2/8
17013	1700	3/8
17014	1700	4/8
17015	X
17016	1700	5/8
17017	1700	6/8
17018	1700	7/8
17019	1701	0/9
17020	1701	1/9
17021	1701	2/9
17022	1701	3/9
17023	X
17024	1701	4/9
17025	1701	5/9
17026	1701	6/9
17027	1701	7/9
17028	1701	8/9
17029	1702	0/9
17030	1702	1/9
17031	X
17032	1702	2/9
17033	1702	3/9
17034	1702	4/9
17035	1702	5/9
17036	1702	6/9
17037	1702	7/9
17038	1702	8/9
17039	X
17040	1703	0/9
17041	1703	1/9
17042	1703	2/9
17043	1703	3/9
17044	1703	4/9
17045	1703	5/9
17046	1703	6/9
17047	X
17048	1703	7/9
17049	1703	8/9
17050	1704	0/8
17051	1704	1/8
17052	1704	2/8
17053	1704	3/8
17054	1704	4/8
17055	X
17056	1704	5/8
17057	1704	6/8
17058	1704	7/8
17059	1705	0/9
17060	1705	1/9
17061	1705	2/9
17062	1705	3/9
17063	X
17064	1705	4/9
17065	1705	5/9
17066	1705	6/9
17067	1705	7/9
17068	1705	8/9
17069	1706	0/9
17070	1706	1/9
17071	X
17072	1706	2/9
17073	1706	3/9
17074	1706	4/9
17075	1706	5/9
17076	1706	6/9
17077	1706	7/9
17078	1706	8/9
17079	X
17080	1707	0/9
17081	1707	1/9
17082	1707	2/9
17083	1707	3/9
17084	1707	4/9
17085	1707	5/9
17086	1707	6/9
17087	X
17088	1707	7/9
17089	1707	8/9
17090	1708	0/8
17091	1708	1/8
17092	1708	2/8
17093	1708	3/8
17094	1708	4/8
17095	X
17096	1708	5/8
17097	1708	6/8
17098	1708	7/8
17099	1709	0/9
17100	1709	1/9
17101	1709	2/9
17102	1709	3/9
17103	X
17104	1709	4/9
17105	1709	5/9
17106	1709	6/9
17107	1709	7/9
17108	1709	8/9
17109	1710	0/9
17110	1710	1/9
17111	X
17112	1710	2/9
17113	1710	3/9
17114	1710	4/9
17115	1710	5/9
17116	1710	6/9
17117	1710	7/9
17118	1710	8/9
17119	X
17120	1711	0/9
17121	1711	1/9
17122	1711	2/9
17123	1711	3/9
17124	1711	4/9
17125	1711	5/9
17126	1711	6/9
17127	X
17128	1711	7/9
17129	1711	8/9
17130	1712	0/8
17131	1712	1/8
17132	1712	2/8
17133	1712	3/8
17134	1712	4/8
17135	X
17136	1712	5/8
17137	1712	6/8
17138	1712	7/8
17139	1713	0/9
17140	1713	1/9
17141	1713	2/9
17142	1713	3/9
17143	X
17144	1713	4/9
17145	1713	5/9
17146	1713	6/9
17147	1713	7/9
17148	1713	8/9
17149	1714	0/9
17150	1714	1/9
17151	X
17152	1714	2/9
17153	1714	3/9
17154	1714	4/9
17155	1714	5/9
17156	1714	6/9
17157	1714	7/9
17158	1714	8/9
17159	X
17160	1715	0/9
17161	1715	1/9
17162	1715	2/9
17163	1715	3/9
17164	1715	4/9
17165	1715	5/9
17166	1715	6/9
17167	X
17168	1715	7/9
17169	1715	8/9
17170	1716	0/8
17171	1716	1/8
17172	1716	2/8
17173	1716	3/8
17174	1716	4/8
17175	X
17176	1716	5/8
17177	1716	6/8
17178	1716	7/8
17179	1717	0/9
17180	1717	1/9
17181	1717	2/9
17182	1717	3/9
17183	X
17184	1717	4/9
17185	1717	5/9
17186	1717	6/9
17187	1717	7/9
17188	1717	8/9
17189	1718	0/9
17190	1718	1/9
17191	X
17192	1718	2/9
17193	1718	3/9
17194	1718	4/9
17195	1718	5/9
17196	1718	6/9
17197	1718	7/9
17198	1718	8/9
17199	X
17200	1719	0/9
17201	1719	1/9
17202	1719	2/9
17203	1719	3/9
17204	1719	4/9
17205	1719	5/9
17206	1719	6/9
17207	X
17208	1719	7/9
17209	1719	8/9
17210	1720	0/8
17211	1720	1/8
17212	1720	2/8
17213	1720	3/8
17214	1720	4/8
17215	X
17216	1720	5/8
17217	1720	6/8
17218	1720	7/8
17219	1721	0/9
17220	1721	1/9
17221	1721	2/9
17222	1721	3/9
17223	X
17224	1721	4/9
17225	1721	5/9
17226	1721	6/9
17227	1721	7/9
17228	1721	8/9
17229	1722	0/9
17230	1722	1/9
17231	X
17232	1722	2/9
17233	1722	3/9
17234	1722	4/9
17235	1722	5/9
17236	1722	6/9
17237	1722	7/9
17238	1722	8/9
17239	X
17240	1723	0/9
17241	1723	1/9
17242	1723	2/9
17243	1723	3/9
17244	1723	4/9
17245	1723	5/9
17246	1723	6/9
17247	X
17248	1723	7/9
17249	1723	8/9
17250	1724	0/8
17251	1724	1/8
17252	1724	2/8
17253	1724	3/8
17254	1724	4/8
17255	X
17256	1724	5/8
17257	1724	6/8
17258	1724	7/8
17259	1725	0/9
17260	1725	1/9
17261	1725	2/9
17262	1725	3/9
17263	X
17264	1725	4/9
17265	1725	5/9
17266	1725	6/9
17267	1725	7/9
17268	1725	8/9
17269	1726	0/9
17270	1726	1/9
17271	X
17272	1726	2/9
17273	1726	3/9
17274	1726	4/9
17275	1726	5/9
17276	1726	6/9
17277	1726	7/9
17278	1726	8/9
17279	X
17280	1727	0/9
17281	1727	1/9
17282	1727	2/9
17283	1727	3/9
17284	1727	4/9
17285	1727	5/9
17286	1727	6/9
17287	X
17288	1727	7/9
17289	1727	8/9
17290	1728	0/8
17291	1728	1/8
17292	1728	2/8
17293	1728	3/8
17294	1728	4/8
17295	X
17296	1728	5/8
17297	1728	6/8
17298	1728	7/8
17299	1729	0/9
17300	1729	1/9
17301	1729	2/9
17302	1729	3/9
17303	X
17304	1729	4/9
17305	1729	5/9
17306	1729	6/9
17307	1729	7/9
17308	1729	8/9
17309	1730	0/9
17310	1730	1/9
17311	X
17312	1730	2/9
17313	1730	3/9
17314	1730	4/9
17315	1730	5/9
17316	1730	6/9
17317	1730	7/9
17318	1730	8/9
17319	X
17320	1731	0/9
17321	1731	1/9
17322	1731	2/9
17323	1731	3/9
17324	1731	4/9
17325	1731	5/9
17326	1731	6/9
17327	X
17328	1731	7/9
17329	1731	8/9
17330	1732	0/8
17331	1732	1/8
17332	1732	2/8
17333	1732	3/8
17334	1732	4/8
17335	X
17336	1732	5/8
17337	1732	6/8
17338	1732	7/8
17339	1733	0/9
17340	1733	1/9
17341	1733	2/9
17342	1733	3/9
17343	X
17344	1733	4/9
17345	1733	5/9
17346	1733	6/9
17347	1733	7/9
17348	1733	8/9
17349	1734	0/9
17350	1734	1/9
17351	X
17352	1734	2/9
17353	1734	3/9
17354	1734	4/9
17355	1734	5/9
17356	1734	6/9
17357	1734	7/9
17358	1734	8/9
17359	X
17360	1735	0/9
17361	1735	1/9
17362	1735	2/9
17363	1735	3/9
17364	1735	4/9
17365	1735	5/9
17366	1735	6/9
17367	X
17368	1735	7/9
17369	1735	8/9
17370	1736	0/8
17371	1736	1/8
17372	1736	2/8
17373	1736	3/8
17374	1736	4/8
17375	X
17376	1736	5/8
17377	1736	6/8
17378	1736	7/8
17379	1737	0/9
17380	1737	1/9
17381	1737	2/9
17382	1737	3/9
17383	X
17384	1737	4/9
17385	1737	5/9
17386	1737	6/9
17387	1737	7/9
17388	1737	8/9
17389	1738	0/9
17390	1738	1/9
17391	X
17392	1738	2/9
17393	1738	3/9
17394	1738	4/9
17395	1738	5/9
17396	1738	6/9
17397	1738	7/9
17398	1738	8/9
17399	X
17400	1739	0/9
17401	1739	1/9
17402	1739	2/9
17403	1739	3/9
17404	1739	4/9
17405	1739	5/9
17406	1739	6/9
17407	X
17408	1739	7/9
17409	1739	8/9
17410	1740	0/8
17411	1740	1/8
17412	1740	2/8
17413	1740	3/8
17414	1740	4/8
17415	X
17416	1740	5/8
17417	1740	6/8
17418	1740	7/8
17419	1741	0/9
17420	1741	1/9
17421	1741	2/9
17422	1741	3/9
17423	X
17424	1741	4/9
17425	1741	5/9
17426	1741	6/9
17427	1741	7/9
17428	1741	8/9
17429	1742	0/9
17430	1742	1/9
17431	X
17432	1742	2/9
17433	1742	3/9
17434	1742	4/9
17435	1742	5/9
17436	1742	6/9
17437	1742	7/9
17438	1742	8/9
17439	X
17440	1743	0/9
17441	1743	1/9
17442	1743	2/9
17443	1743	3/9
17444	1743	4/9
17445	1743	5/9
17446	1743	6/9
17447	X
17448	1743	7/9
17449	1743	8/9
17450	1744	0/8
17451	1744	1/8
17452	1744	2/8
17453	1744	3/8
17454	1744	4/8
17455	X
17456	1744	5/8
17457	1744	6/8
17458	1744	7/8
17459	1745	0/9
17460	1745	1/9
17461	1745	2/9
17462	1745	3/9
17463	X
17464	1745	4/9
17465	1745	5/9
17466	1745	6/9
17467	1745	7/9
17468	1745	8/9
17469	1746	0/9
17470	1746	1/9
17471	X
17472	1746	2/9
17473	1746	3/9
17474	1746	4/9
17475	1746	5/9
17476	1746	6/9
17477	1746	7/9
17478	1746	8/9
17479	X
17480	1747	0/9
17481	1747	1/9
17482	1747	2/9
17483	1747	3/9
17484	1747	4/9
