25/4	15+16	loop
59720	9554	2/5
59721	9554	3/5
59722	9554	4/5
59723	9555	0/6
59724	9555	1/6
59725	9555	2/6
59726	9555	3/6
59727	X
59728	9555	4/6
59729	9555	5/6
59730	9556	0/6
59731	9556	1/6
59732	9556	2/6
59733	9556	3/6
59734	9556	4/6
59735	9556	5/6
59736	9557	0/5
59737	9557	1/5
59738	9557	2/5
59739	9557	3/5
59740	9557	4/5
59741	X
59742	9558	0/6
59743	X
59744	9558	1/6
59745	9558	2/6
59746	9558	3/6
59747	9558	4/6
59748	9558	5/6
59749	9559	0/6
59750	9559	1/6
59751	9559	2/6
59752	9559	3/6
59753	9559	4/6
59754	9559	5/6
59755	9560	0/5
59756	9560	1/5
59757	9560	2/5
59758	9560	3/5
59759	X
59760	9560	4/5
59761	9561	0/6
59762	9561	1/6
59763	9561	2/6
59764	9561	3/6
59765	9561	4/6
59766	9561	5/6
59767	9562	0/5
59768	X
59769	9562	1/5
59770	9562	2/5
59771	9562	3/5
59772	9562	4/5
59773	9563	0/6
59774	9563	1/6
59775	X
59776	9563	2/6
59777	9563	3/6
59778	9563	4/6
59779	9563	5/6
59780	9564	0/6
59781	9564	1/6
59782	9564	2/6
59783	9564	3/6
59784	9564	4/6
59785	9564	5/6
59786	9565	0/5
59787	9565	1/5
59788	9565	2/5
59789	9565	3/5
59790	9565	4/5
59791	X
59792	9566	0/6
59793	9566	1/6
59794	9566	2/6
59795	X
59796	9566	3/6
59797	9566	4/6
59798	9566	5/6
59799	9567	0/6
59800	9567	1/6
59801	9567	2/6
59802	9567	3/6
59803	9567	4/6
59804	9567	5/6
59805	9568	0/5
59806	9568	1/5
59807	X
59808	9568	2/5
59809	9568	3/5
59810	9568	4/5
59811	9569	0/6
59812	9569	1/6
59813	9569	2/6
59814	9569	3/6
59815	9569	4/6
59816	9569	5/6
59817	9570	0/5
59818	9570	1/5
59819	9570	2/5
59820	9570	3/5
59821	X
59822	9570	4/5
59823	X
59824	9571	0/6
59825	9571	1/6
59826	9571	2/6
59827	9571	3/6
59828	9571	4/6
59829	9571	5/6
59830	9572	0/6
59831	9572	1/6
59832	9572	2/6
59833	9572	3/6
59834	9572	4/6
59835	9572	5/6
59836	9573	0/5
59837	9573	1/5
59838	9573	2/5
59839	X
59840	9573	3/5
59841	9573	4/5
59842	9574	0/6
59843	9574	1/6
59844	9574	2/6
59845	9574	3/6
59846	9574	4/6
59847	9574	5/6
59848	X
59849	9575	0/6
59850	9575	1/6
59851	9575	2/6
59852	9575	3/6
59853	9575	4/6
59854	9575	5/6
59855	X
59856	9576	0/5
59857	9576	1/5
59858	9576	2/5
59859	9576	3/5
59860	9576	4/5
59861	9577	0/6
59862	9577	1/6
59863	9577	2/6
59864	9577	3/6
59865	9577	4/6
59866	9577	5/6
59867	9578	0/5
59868	9578	1/5
59869	9578	2/5
59870	9578	3/5
59871	X
59872	9578	4/5
59873	9579	0/6
59874	9579	1/6
59875	X
59876	9579	2/6
59877	9579	3/6
59878	9579	4/6
59879	9579	5/6
59880	9580	0/6
59881	9580	1/6
59882	9580	2/6
59883	9580	3/6
59884	9580	4/6
59885	9580	5/6
59886	9581	0/5
59887	X
59888	9581	1/5
59889	9581	2/5
59890	9581	3/5
59891	9581	4/5
59892	9582	0/6
59893	9582	1/6
59894	9582	2/6
59895	9582	3/6
59896	9582	4/6
59897	9582	5/6
59898	9583	0/6
59899	9583	1/6
59900	9583	2/6
59901	X
59902	9583	3/6
59903	X
59904	9583	4/6
59905	9583	5/6
59906	9584	0/5
59907	9584	1/5
59908	9584	2/5
59909	9584	3/5
59910	9584	4/5
59911	9585	0/6
59912	9585	1/6
59913	9585	2/6
59914	9585	3/6
59915	9585	4/6
59916	9585	5/6
59917	9586	0/5
59918	9586	1/5
59919	X
59920	9586	2/5
59921	9586	3/5
59922	9586	4/5
59923	9587	0/6
59924	9587	1/6
59925	9587	2/6
59926	9587	3/6
59927	9587	4/6
59928	X
59929	9587	5/6
59930	9588	0/6
59931	9588	1/6
59932	9588	2/6
59933	9588	3/6
59934	9588	4/6
59935	X
59936	9588	5/6
59937	9589	0/5
59938	9589	1/5
59939	9589	2/5
59940	9589	3/5
59941	9589	4/5
59942	9590	0/6
59943	9590	1/6
59944	9590	2/6
59945	9590	3/6
59946	9590	4/6
59947	9590	5/6
59948	9591	0/6
59949	9591	1/6
59950	9591	2/6
59951	X
59952	9591	3/6
59953	9591	4/6
59954	9591	5/6
59955	X
59956	9592	0/5
59957	9592	1/5
59958	9592	2/5
59959	9592	3/5
59960	9592	4/5
59961	9593	0/6
59962	9593	1/6
59963	9593	2/6
59964	9593	3/6
59965	9593	4/6
59966	9593	5/6
59967	X
59968	9594	0/5
59969	9594	1/5
59970	9594	2/5
59971	9594	3/5
59972	9594	4/5
59973	9595	0/6
59974	9595	1/6
59975	9595	2/6
59976	9595	3/6
59977	9595	4/6
59978	9595	5/6
59979	9596	0/6
59980	9596	1/6
59981	X
59982	9596	2/6
59983	X
59984	9596	3/6
59985	9596	4/6
59986	9596	5/6
59987	9597	0/5
59988	9597	1/5
59989	9597	2/5
59990	9597	3/5
59991	9597	4/5
59992	9598	0/6
59993	9598	1/6
59994	9598	2/6
59995	9598	3/6
59996	9598	4/6
59997	9598	5/6
59998	9599	0/6
59999	X
60000	9599	1/6
60001	9599	2/6
60002	9599	3/6
60003	9599	4/6
60004	9599	5/6
60005	9600	0/5
60006	9600	1/5
60007	9600	2/5
60008	X
60009	9600	3/5
60010	9600	4/5
60011	9601	0/6
60012	9601	1/6
60013	9601	2/6
60014	9601	3/6
60015	X
60016	9601	4/6
60017	9601	5/6
60018	9602	0/5
60019	9602	1/5
60020	9602	2/5
60021	9602	3/5
60022	9602	4/5
60023	9603	0/6
60024	9603	1/6
60025	9603	2/6
60026	9603	3/6
60027	9603	4/6
60028	9603	5/6
60029	9604	0/6
60030	9604	1/6
60031	X
60032	9604	2/6
60033	9604	3/6
60034	9604	4/6
60035	X
60036	9604	5/6
60037	9605	0/5
60038	9605	1/5
60039	9605	2/5
60040	9605	3/5
60041	9605	4/5
60042	9606	0/6
60043	9606	1/6
60044	9606	2/6
60045	9606	3/6
60046	9606	4/6
60047	X
60048	9606	5/6
60049	9607	0/6
60050	9607	1/6
60051	9607	2/6
60052	9607	3/6
60053	9607	4/6
60054	9607	5/6
60055	9608	0/5
60056	9608	1/5
60057	9608	2/5
60058	9608	3/5
60059	9608	4/5
60060	9609	0/6
60061	X
60062	9609	1/6
60063	X
60064	9609	2/6
60065	9609	3/6
60066	9609	4/6
60067	9609	5/6
60068	9610	0/5
60069	9610	1/5
60070	9610	2/5
60071	9610	3/5
60072	9610	4/5
60073	9611	0/6
60074	9611	1/6
60075	9611	2/6
60076	9611	3/6
60077	9611	4/6
60078	9611	5/6
60079	X
60080	9612	0/6
60081	9612	1/6
60082	9612	2/6
60083	9612	3/6
60084	9612	4/6
60085	9612	5/6
60086	9613	0/5
60087	9613	1/5
60088	X
60089	9613	2/5
60090	9613	3/5
60091	9613	4/5
60092	9614	0/6
60093	9614	1/6
60094	9614	2/6
60095	X
60096	9614	3/6
60097	9614	4/6
60098	9614	5/6
60099	9615	0/6
60100	9615	1/6
60101	9615	2/6
60102	9615	3/6
60103	9615	4/6
60104	9615	5/6
60105	9616	0/5
60106	9616	1/5
60107	9616	2/5
60108	9616	3/5
60109	9616	4/5
60110	9617	0/6
60111	X
60112	9617	1/6
60113	9617	2/6
60114	9617	3/6
60115	X
60116	9617	4/6
60117	9617	5/6
60118	9618	0/5
60119	9618	1/5
60120	9618	2/5
60121	9618	3/5
60122	9618	4/5
60123	9619	0/6
60124	9619	1/6
60125	9619	2/6
60126	9619	3/6
60127	X
60128	9619	4/6
60129	9619	5/6
60130	9620	0/6
60131	9620	1/6
60132	9620	2/6
60133	9620	3/6
60134	9620	4/6
60135	9620	5/6
60136	9621	0/5
60137	9621	1/5
60138	9621	2/5
60139	9621	3/5
60140	9621	4/5
60141	X
60142	9622	0/6
60143	X
60144	9622	1/6
60145	9622	2/6
60146	9622	3/6
60147	9622	4/6
60148	9622	5/6
60149	9623	0/6
60150	9623	1/6
60151	9623	2/6
60152	9623	3/6
60153	9623	4/6
60154	9623	5/6
60155	9624	0/5
60156	9624	1/5
60157	9624	2/5
60158	9624	3/5
60159	X
60160	9624	4/5
60161	9625	0/6
60162	9625	1/6
60163	9625	2/6
60164	9625	3/6
60165	9625	4/6
60166	9625	5/6
60167	9626	0/5
60168	X
60169	9626	1/5
60170	9626	2/5
60171	9626	3/5
60172	9626	4/5
60173	9627	0/6
60174	9627	1/6
60175	X
60176	9627	2/6
60177	9627	3/6
60178	9627	4/6
60179	9627	5/6
60180	9628	0/6
60181	9628	1/6
60182	9628	2/6
60183	9628	3/6
60184	9628	4/6
60185	9628	5/6
60186	9629	0/5
60187	9629	1/5
60188	9629	2/5
60189	9629	3/5
60190	9629	4/5
60191	X
60192	9630	0/6
60193	9630	1/6
60194	9630	2/6
60195	X
60196	9630	3/6
60197	9630	4/6
60198	9630	5/6
60199	9631	0/6
60200	9631	1/6
60201	9631	2/6
60202	9631	3/6
60203	9631	4/6
60204	9631	5/6
60205	9632	0/5
60206	9632	1/5
60207	X
60208	9632	2/5
60209	9632	3/5
60210	9632	4/5
60211	9633	0/6
60212	9633	1/6
60213	9633	2/6
60214	9633	3/6
60215	9633	4/6
60216	9633	5/6
60217	9634	0/5
60218	9634	1/5
60219	9634	2/5
60220	9634	3/5
60221	X
60222	9634	4/5
60223	X
60224	9635	0/6
60225	9635	1/6
60226	9635	2/6
60227	9635	3/6
60228	9635	4/6
60229	9635	5/6
60230	9636	0/6
60231	9636	1/6
60232	9636	2/6
60233	9636	3/6
60234	9636	4/6
60235	9636	5/6
60236	9637	0/5
60237	9637	1/5
60238	9637	2/5
60239	X
60240	9637	3/5
60241	9637	4/5
60242	9638	0/6
60243	9638	1/6
60244	9638	2/6
60245	9638	3/6
60246	9638	4/6
60247	9638	5/6
60248	X
60249	9639	0/6
60250	9639	1/6
60251	9639	2/6
60252	9639	3/6
60253	9639	4/6
60254	9639	5/6
60255	X
60256	9640	0/5
60257	9640	1/5
60258	9640	2/5
60259	9640	3/5
60260	9640	4/5
60261	9641	0/6
60262	9641	1/6
60263	9641	2/6
60264	9641	3/6
60265	9641	4/6
60266	9641	5/6
60267	9642	0/5
60268	9642	1/5
60269	9642	2/5
60270	9642	3/5
60271	X
60272	9642	4/5
60273	9643	0/6
60274	9643	1/6
60275	X
60276	9643	2/6
60277	9643	3/6
60278	9643	4/6
60279	9643	5/6
60280	9644	0/6
60281	9644	1/6
60282	9644	2/6
60283	9644	3/6
60284	9644	4/6
60285	9644	5/6
60286	9645	0/5
60287	X
60288	9645	1/5
60289	9645	2/5
60290	9645	3/5
60291	9645	4/5
60292	9646	0/6
60293	9646	1/6
60294	9646	2/6
60295	9646	3/6
60296	9646	4/6
60297	9646	5/6
60298	9647	0/6
60299	9647	1/6
60300	9647	2/6
60301	X
60302	9647	3/6
60303	X
60304	9647	4/6
60305	9647	5/6
60306	9648	0/5
60307	9648	1/5
60308	9648	2/5
60309	9648	3/5
60310	9648	4/5
60311	9649	0/6
60312	9649	1/6
60313	9649	2/6
60314	9649	3/6
60315	9649	4/6
60316	9649	5/6
60317	9650	0/5
60318	9650	1/5
60319	X
60320	9650	2/5
60321	9650	3/5
60322	9650	4/5
60323	9651	0/6
60324	9651	1/6
60325	9651	2/6
60326	9651	3/6
60327	9651	4/6
60328	X
60329	9651	5/6
60330	9652	0/6
60331	9652	1/6
60332	9652	2/6
60333	9652	3/6
60334	9652	4/6
60335	X
60336	9652	5/6
60337	9653	0/5
60338	9653	1/5
60339	9653	2/5
60340	9653	3/5
60341	9653	4/5
60342	9654	0/6
60343	9654	1/6
60344	9654	2/6
60345	9654	3/6
60346	9654	4/6
60347	9654	5/6
60348	9655	0/6
60349	9655	1/6
60350	9655	2/6
60351	X
60352	9655	3/6
60353	9655	4/6
60354	9655	5/6
60355	X
60356	9656	0/5
60357	9656	1/5
60358	9656	2/5
60359	9656	3/5
60360	9656	4/5
60361	9657	0/6
60362	9657	1/6
60363	9657	2/6
60364	9657	3/6
60365	9657	4/6
60366	9657	5/6
60367	X
60368	9658	0/5
60369	9658	1/5
60370	9658	2/5
60371	9658	3/5
60372	9658	4/5
60373	9659	0/6
60374	9659	1/6
60375	9659	2/6
60376	9659	3/6
60377	9659	4/6
60378	9659	5/6
60379	9660	0/6
60380	9660	1/6
60381	X
60382	9660	2/6
60383	X
60384	9660	3/6
60385	9660	4/6
60386	9660	5/6
60387	9661	0/5
60388	9661	1/5
60389	9661	2/5
60390	9661	3/5
60391	9661	4/5
60392	9662	0/6
60393	9662	1/6
60394	9662	2/6
60395	9662	3/6
60396	9662	4/6
60397	9662	5/6
60398	9663	0/6
60399	X
60400	9663	1/6
60401	9663	2/6
60402	9663	3/6
60403	9663	4/6
60404	9663	5/6
60405	9664	0/5
60406	9664	1/5
60407	9664	2/5
60408	X
60409	9664	3/5
60410	9664	4/5
60411	9665	0/6
60412	9665	1/6
60413	9665	2/6
60414	9665	3/6
60415	X
60416	9665	4/6
60417	9665	5/6
60418	9666	0/5
60419	9666	1/5
60420	9666	2/5
60421	9666	3/5
60422	9666	4/5
60423	9667	0/6
60424	9667	1/6
60425	9667	2/6
60426	9667	3/6
60427	9667	4/6
60428	9667	5/6
60429	9668	0/6
60430	9668	1/6
60431	X
60432	9668	2/6
60433	9668	3/6
60434	9668	4/6
60435	X
60436	9668	5/6
60437	9669	0/5
60438	9669	1/5
60439	9669	2/5
60440	9669	3/5
60441	9669	4/5
60442	9670	0/6
60443	9670	1/6
60444	9670	2/6
60445	9670	3/6
60446	9670	4/6
60447	X
60448	9670	5/6
60449	9671	0/6
60450	9671	1/6
60451	9671	2/6
60452	9671	3/6
60453	9671	4/6
60454	9671	5/6
60455	9672	0/5
60456	9672	1/5
60457	9672	2/5
60458	9672	3/5
60459	9672	4/5
60460	9673	0/6
60461	X
60462	9673	1/6
60463	X
60464	9673	2/6
60465	9673	3/6
60466	9673	4/6
60467	9673	5/6
60468	9674	0/5
60469	9674	1/5
60470	9674	2/5
60471	9674	3/5
60472	9674	4/5
60473	9675	0/6
60474	9675	1/6
60475	9675	2/6
60476	9675	3/6
60477	9675	4/6
60478	9675	5/6
60479	X
60480	9676	0/6
60481	9676	1/6
60482	9676	2/6
60483	9676	3/6
60484	9676	4/6
60485	9676	5/6
60486	9677	0/5
60487	9677	1/5
60488	X
60489	9677	2/5
60490	9677	3/5
60491	9677	4/5
60492	9678	0/6
60493	9678	1/6
60494	9678	2/6
60495	X
60496	9678	3/6
60497	9678	4/6
60498	9678	5/6
60499	9679	0/6
60500	9679	1/6
60501	9679	2/6
60502	9679	3/6
60503	9679	4/6
60504	9679	5/6
60505	9680	0/5
60506	9680	1/5
60507	9680	2/5
60508	9680	3/5
60509	9680	4/5
60510	9681	0/6
60511	X
60512	9681	1/6
60513	9681	2/6
60514	9681	3/6
60515	X
60516	9681	4/6
60517	9681	5/6
60518	9682	0/5
60519	9682	1/5
60520	9682	2/5
60521	9682	3/5
60522	9682	4/5
60523	9683	0/6
60524	9683	1/6
60525	9683	2/6
60526	9683	3/6
60527	X
60528	9683	4/6
60529	9683	5/6
60530	9684	0/6
60531	9684	1/6
60532	9684	2/6
60533	9684	3/6
60534	9684	4/6
60535	9684	5/6
60536	9685	0/5
60537	9685	1/5
60538	9685	2/5
60539	9685	3/5
60540	9685	4/5
60541	X
60542	9686	0/6
60543	X
60544	9686	1/6
60545	9686	2/6
60546	9686	3/6
60547	9686	4/6
60548	9686	5/6
60549	9687	0/6
60550	9687	1/6
60551	9687	2/6
60552	9687	3/6
60553	9687	4/6
60554	9687	5/6
60555	9688	0/5
60556	9688	1/5
60557	9688	2/5
60558	9688	3/5
60559	X
60560	9688	4/5
60561	9689	0/6
60562	9689	1/6
60563	9689	2/6
60564	9689	3/6
60565	9689	4/6
60566	9689	5/6
60567	9690	0/5
60568	X
60569	9690	1/5
60570	9690	2/5
60571	9690	3/5
60572	9690	4/5
60573	9691	0/6
60574	9691	1/6
60575	X
60576	9691	2/6
60577	9691	3/6
60578	9691	4/6
60579	9691	5/6
60580	9692	0/6
60581	9692	1/6
60582	9692	2/6
60583	9692	3/6
60584	9692	4/6
60585	9692	5/6
60586	9693	0/5
60587	9693	1/5
60588	9693	2/5
60589	9693	3/5
60590	9693	4/5
60591	X
60592	9694	0/6
60593	9694	1/6
60594	9694	2/6
60595	X
60596	9694	3/6
60597	9694	4/6
60598	9694	5/6
60599	9695	0/6
60600	9695	1/6
60601	9695	2/6
60602	9695	3/6
60603	9695	4/6
60604	9695	5/6
60605	9696	0/5
60606	9696	1/5
60607	X
60608	9696	2/5
60609	9696	3/5
60610	9696	4/5
60611	9697	0/6
60612	9697	1/6
60613	9697	2/6
60614	9697	3/6
60615	9697	4/6
60616	9697	5/6
60617	9698	0/5
60618	9698	1/5
60619	9698	2/5
60620	9698	3/5
60621	X
60622	9698	4/5
60623	X
60624	9699	0/6
60625	9699	1/6
60626	9699	2/6
60627	9699	3/6
60628	9699	4/6
60629	9699	5/6
60630	9700	0/6
60631	9700	1/6
60632	9700	2/6
60633	9700	3/6
60634	9700	4/6
60635	9700	5/6
60636	9701	0/5
60637	9701	1/5
60638	9701	2/5
60639	X
60640	9701	3/5
60641	9701	4/5
60642	9702	0/6
60643	9702	1/6
60644	9702	2/6
60645	9702	3/6
60646	9702	4/6
60647	9702	5/6
60648	X
60649	9703	0/6
60650	9703	1/6
60651	9703	2/6
60652	9703	3/6
60653	9703	4/6
60654	9703	5/6
60655	X
60656	9704	0/5
60657	9704	1/5
60658	9704	2/5
60659	9704	3/5
60660	9704	4/5
60661	9705	0/6
60662	9705	1/6
60663	9705	2/6
60664	9705	3/6
60665	9705	4/6
60666	9705	5/6
60667	9706	0/5
60668	9706	1/5
60669	9706	2/5
60670	9706	3/5
60671	X
60672	9706	4/5
60673	9707	0/6
60674	9707	1/6
60675	X
60676	9707	2/6
60677	9707	3/6
60678	9707	4/6
60679	9707	5/6
60680	9708	0/6
60681	9708	1/6
60682	9708	2/6
60683	9708	3/6
60684	9708	4/6
60685	9708	5/6
60686	9709	0/5
60687	X
60688	9709	1/5
60689	9709	2/5
60690	9709	3/5
60691	9709	4/5
60692	9710	0/6
60693	9710	1/6
60694	9710	2/6
60695	9710	3/6
60696	9710	4/6
60697	9710	5/6
60698	9711	0/6
60699	9711	1/6
60700	9711	2/6
60701	X
60702	9711	3/6
60703	X
60704	9711	4/6
60705	9711	5/6
60706	9712	0/5
60707	9712	1/5
60708	9712	2/5
60709	9712	3/5
60710	9712	4/5
60711	9713	0/6
60712	9713	1/6
60713	9713	2/6
60714	9713	3/6
60715	9713	4/6
60716	9713	5/6
60717	9714	0/5
60718	9714	1/5
60719	X
60720	9714	2/5
60721	9714	3/5
60722	9714	4/5
60723	9715	0/6
60724	9715	1/6
60725	9715	2/6
60726	9715	3/6
60727	9715	4/6
60728	X
60729	9715	5/6
60730	9716	0/6
60731	9716	1/6
60732	9716	2/6
60733	9716	3/6
60734	9716	4/6
60735	X
60736	9716	5/6
60737	9717	0/5
60738	9717	1/5
60739	9717	2/5
60740	9717	3/5
60741	9717	4/5
60742	9718	0/6
60743	9718	1/6
60744	9718	2/6
60745	9718	3/6
60746	9718	4/6
60747	9718	5/6
60748	9719	0/6
60749	9719	1/6
60750	9719	2/6
60751	X
60752	9719	3/6
60753	9719	4/6
60754	9719	5/6
60755	X
60756	9720	0/5
60757	9720	1/5
60758	9720	2/5
60759	9720	3/5
60760	9720	4/5
60761	9721	0/6
60762	9721	1/6
60763	9721	2/6
60764	9721	3/6
60765	9721	4/6
60766	9721	5/6
60767	X
60768	9722	0/5
60769	9722	1/5
60770	9722	2/5
60771	9722	3/5
60772	9722	4/5
60773	9723	0/6
60774	9723	1/6
60775	9723	2/6
60776	9723	3/6
60777	9723	4/6
60778	9723	5/6
60779	9724	0/6
60780	9724	1/6
60781	X
60782	9724	2/6
60783	X
60784	9724	3/6
60785	9724	4/6
60786	9724	5/6
60787	9725	0/5
60788	9725	1/5
60789	9725	2/5
60790	9725	3/5
60791	9725	4/5
60792	9726	0/6
60793	9726	1/6
60794	9726	2/6
60795	9726	3/6
60796	9726	4/6
60797	9726	5/6
60798	9727	0/6
60799	X
60800	9727	1/6
60801	9727	2/6
60802	9727	3/6
60803	9727	4/6
60804	9727	5/6
60805	9728	0/5
60806	9728	1/5
60807	9728	2/5
60808	X
60809	9728	3/5
60810	9728	4/5
60811	9729	0/6
60812	9729	1/6
60813	9729	2/6
60814	9729	3/6
60815	X
60816	9729	4/6
60817	9729	5/6
60818	9730	0/5
60819	9730	1/5
60820	9730	2/5
60821	9730	3/5
60822	9730	4/5
60823	9731	0/6
60824	9731	1/6
60825	9731	2/6
60826	9731	3/6
60827	9731	4/6
60828	9731	5/6
60829	9732	0/6
60830	9732	1/6
60831	X
60832	9732	2/6
60833	9732	3/6
60834	9732	4/6
60835	X
60836	9732	5/6
60837	9733	0/5
60838	9733	1/5
60839	9733	2/5
60840	9733	3/5
60841	9733	4/5
60842	9734	0/6
60843	9734	1/6
60844	9734	2/6
60845	9734	3/6
60846	9734	4/6
60847	X
60848	9734	5/6
60849	9735	0/6
60850	9735	1/6
60851	9735	2/6
60852	9735	3/6
60853	9735	4/6
60854	9735	5/6
60855	9736	0/5
60856	9736	1/5
60857	9736	2/5
60858	9736	3/5
60859	9736	4/5
60860	9737	0/6
60861	X
60862	9737	1/6
60863	X
60864	9737	2/6
60865	9737	3/6
60866	9737	4/6
60867	9737	5/6
60868	9738	0/5
60869	9738	1/5
60870	9738	2/5
60871	9738	3/5
60872	9738	4/5
60873	9739	0/6
60874	9739	1/6
60875	9739	2/6
60876	9739	3/6
60877	9739	4/6
60878	9739	5/6
60879	X
60880	9740	0/6
60881	9740	1/6
60882	9740	2/6
60883	9740	3/6
60884	9740	4/6
60885	9740	5/6
60886	9741	0/5
60887	9741	1/5
60888	X
60889	9741	2/5
60890	9741	3/5
60891	9741	4/5
60892	9742	0/6
60893	9742	1/6
60894	9742	2/6
60895	X
60896	9742	3/6
60897	9742	4/6
60898	9742	5/6
60899	9743	0/6
60900	9743	1/6
60901	9743	2/6
60902	9743	3/6
60903	9743	4/6
60904	9743	5/6
60905	9744	0/5
60906	9744	1/5
60907	9744	2/5
60908	9744	3/5
60909	9744	4/5
60910	9745	0/6
60911	X
60912	9745	1/6
60913	9745	2/6
60914	9745	3/6
60915	X
60916	9745	4/6
60917	9745	5/6
60918	9746	0/5
60919	9746	1/5
60920	9746	2/5
60921	9746	3/5
60922	9746	4/5
60923	9747	0/6
60924	9747	1/6
60925	9747	2/6
60926	9747	3/6
60927	X
60928	9747	4/6
60929	9747	5/6
60930	9748	0/6
60931	9748	1/6
60932	9748	2/6
60933	9748	3/6
60934	9748	4/6
60935	9748	5/6
60936	9749	0/5
60937	9749	1/5
60938	9749	2/5
60939	9749	3/5
60940	9749	4/5
60941	X
60942	9750	0/6
60943	X
60944	9750	1/6
60945	9750	2/6
60946	9750	3/6
60947	9750	4/6
60948	9750	5/6
60949	9751	0/6
60950	9751	1/6
60951	9751	2/6
60952	9751	3/6
60953	9751	4/6
60954	9751	5/6
60955	9752	0/5
60956	9752	1/5
60957	9752	2/5
60958	9752	3/5
60959	X
60960	9752	4/5
60961	9753	0/6
60962	9753	1/6
60963	9753	2/6
60964	9753	3/6
60965	9753	4/6
60966	9753	5/6
60967	9754	0/5
60968	X
60969	9754	1/5
60970	9754	2/5
60971	9754	3/5
60972	9754	4/5
60973	9755	0/6
60974	9755	1/6
60975	X
60976	9755	2/6
60977	9755	3/6
60978	9755	4/6
60979	9755	5/6
60980	9756	0/6
60981	9756	1/6
60982	9756	2/6
60983	9756	3/6
60984	9756	4/6
60985	9756	5/6
60986	9757	0/5
60987	9757	1/5
60988	9757	2/5
60989	9757	3/5
60990	9757	4/5
60991	X
60992	9758	0/6
60993	9758	1/6
60994	9758	2/6
60995	X
60996	9758	3/6
60997	9758	4/6
60998	9758	5/6
60999	9759	0/6
61000	9759	1/6
61001	9759	2/6
61002	9759	3/6
61003	9759	4/6
61004	9759	5/6
61005	9760	0/5
61006	9760	1/5
61007	X
61008	9760	2/5
61009	9760	3/5
61010	9760	4/5
61011	9761	0/6
61012	9761	1/6
61013	9761	2/6
61014	9761	3/6
61015	9761	4/6
61016	9761	5/6
61017	9762	0/5
61018	9762	1/5
61019	9762	2/5
61020	9762	3/5
61021	X
61022	9762	4/5
61023	X
61024	9763	0/6
61025	9763	1/6
61026	9763	2/6
61027	9763	3/6
61028	9763	4/6
61029	9763	5/6
61030	9764	0/6
61031	9764	1/6
61032	9764	2/6
61033	9764	3/6
61034	9764	4/6
61035	9764	5/6
61036	9765	0/5
61037	9765	1/5
61038	9765	2/5
61039	X
61040	9765	3/5
61041	9765	4/5
61042	9766	0/6
61043	9766	1/6
61044	9766	2/6
61045	9766	3/6
61046	9766	4/6
61047	9766	5/6
61048	X
61049	9767	0/6
61050	9767	1/6
61051	9767	2/6
61052	9767	3/6
61053	9767	4/6
61054	9767	5/6
61055	X
61056	9768	0/5
61057	9768	1/5
61058	9768	2/5
61059	9768	3/5
61060	9768	4/5
61061	9769	0/6
61062	9769	1/6
61063	9769	2/6
61064	9769	3/6
61065	9769	4/6
61066	9769	5/6
61067	9770	0/5
61068	9770	1/5
61069	9770	2/5
61070	9770	3/5
61071	X
61072	9770	4/5
61073	9771	0/6
61074	9771	1/6
61075	X
61076	9771	2/6
61077	9771	3/6
61078	9771	4/6
61079	9771	5/6
61080	9772	0/6
61081	9772	1/6
61082	9772	2/6
61083	9772	3/6
61084	9772	4/6
61085	9772	5/6
61086	9773	0/5
61087	X
61088	9773	1/5
61089	9773	2/5
61090	9773	3/5
61091	9773	4/5
61092	9774	0/6
61093	9774	1/6
61094	9774	2/6
61095	9774	3/6
61096	9774	4/6
61097	9774	5/6
61098	9775	0/6
61099	9775	1/6
61100	9775	2/6
61101	X
61102	9775	3/6
61103	X
61104	9775	4/6
61105	9775	5/6
61106	9776	0/5
61107	9776	1/5
61108	9776	2/5
61109	9776	3/5
61110	9776	4/5
61111	9777	0/6
61112	9777	1/6
61113	9777	2/6
61114	9777	3/6
61115	9777	4/6
61116	9777	5/6
61117	9778	0/5
61118	9778	1/5
61119	X
61120	9778	2/5
61121	9778	3/5
61122	9778	4/5
61123	9779	0/6
61124	9779	1/6
61125	9779	2/6
61126	9779	3/6
61127	9779	4/6
61128	X
61129	9779	5/6
61130	9780	0/6
61131	9780	1/6
61132	9780	2/6
61133	9780	3/6
61134	9780	4/6
61135	X
61136	9780	5/6
61137	9781	0/5
61138	9781	1/5
61139	9781	2/5
61140	9781	3/5
61141	9781	4/5
61142	9782	0/6
61143	9782	1/6
61144	9782	2/6
61145	9782	3/6
61146	9782	4/6
61147	9782	5/6
61148	9783	0/6
61149	9783	1/6
61150	9783	2/6
61151	X
61152	9783	3/6
61153	9783	4/6
61154	9783	5/6
61155	X
61156	9784	0/5
61157	9784	1/5
61158	9784	2/5
61159	9784	3/5
61160	9784	4/5
61161	9785	0/6
61162	9785	1/6
61163	9785	2/6
61164	9785	3/6
61165	9785	4/6
61166	9785	5/6
61167	X
61168	9786	0/5
61169	9786	1/5
61170	9786	2/5
61171	9786	3/5
61172	9786	4/5
61173	9787	0/6
61174	9787	1/6
61175	9787	2/6
61176	9787	3/6
61177	9787	4/6
61178	9787	5/6
61179	9788	0/6
61180	9788	1/6
61181	X
61182	9788	2/6
61183	X
61184	9788	3/6
61185	9788	4/6
61186	9788	5/6
61187	9789	0/5
61188	9789	1/5
61189	9789	2/5
61190	9789	3/5
61191	9789	4/5
