3003/400	7+8	(Soul	Blade)
1625	217	3/6
1626	217	4/6
1627	217	5/6
1628	218	0/7
1629	218	1/7
1630	218	2/7
1631	X
1632	218	3/7
1633	218	4/7
1634	218	5/7
1635	218	6/7
1636	219	0/6
1637	219	1/6
1638	219	2/6
1639	X
1640	219	3/6
1641	219	4/6
1642	219	5/6
1643	220	0/7
1644	220	1/7
1645	220	2/7
1646	220	3/7
1647	X
1648	220	4/7
1649	220	5/7
1650	220	6/7
1651	221	0/6
1652	221	1/6
1653	221	2/6
1654	221	3/6
1655	X
1656	221	4/6
1657	221	5/6
1658	222	0/7
1659	222	1/7
1660	222	2/7
1661	222	3/7
1662	222	4/7
1663	X
1664	222	5/7
1665	222	6/7
1666	223	0/6
1667	223	1/6
1668	223	2/6
1669	223	3/6
1670	223	4/6
1671	X
1672	223	5/6
1673	224	0/7
1674	224	1/7
1675	224	2/7
1676	224	3/7
1677	224	4/7
1678	224	5/7
1679	X
1680	224	6/7
1681	225	0/7
1682	225	1/7
1683	225	2/7
1684	225	3/7
1685	225	4/7
1686	225	5/7
1687	X
1688	225	6/7
1689	226	0/7
1690	226	1/7
1691	226	2/7
1692	226	3/7
1693	226	4/7
1694	226	5/7
1695	X
1696	226	6/7
1697	227	0/6
1698	227	1/6
1699	227	2/6
1700	227	3/6
1701	227	4/6
1702	227	5/6
1703	X
1704	228	0/7
1705	228	1/7
1706	228	2/7
1707	228	3/7
1708	228	4/7
1709	228	5/7
1710	228	6/7
1711	X
1712	229	0/6
1713	229	1/6
1714	229	2/6
1715	229	3/6
1716	229	4/6
1717	229	5/6
1718	230	0/7
1719	X
1720	230	1/7
1721	230	2/7
1722	230	3/7
1723	230	4/7
1724	230	5/7
1725	230	6/7
1726	231	0/6
1727	X
1728	231	1/6
1729	231	2/6
1730	231	3/6
1731	231	4/6
1732	231	5/6
1733	232	0/7
1734	232	1/7
1735	X
1736	232	2/7
1737	232	3/7
1738	232	4/7
1739	232	5/7
1740	232	6/7
1741	233	0/6
1742	233	1/6
1743	X
1744	233	2/6
1745	233	3/6
1746	233	4/6
1747	233	5/6
